"varied_parameter","parameter_value","R0","K","r","alpha","step","tau","occupied_patches_raw","occupancy_fraction_raw","occupied_patches_established","patches_with_complete_window","occupancy_fraction_established","global_I"
"K",1e+05,2.5,1e+05,0.125,1e-04,763.7,50,200,1,200,200,1,623518
"K",1e+05,2.5,1e+05,0.125,1e-04,763.8,50,200,1,200,200,1,623967
"K",1e+05,2.5,1e+05,0.125,1e-04,763.9,50,200,1,200,200,1,624290
"K",1e+05,2.5,1e+05,0.125,1e-04,764,50,200,1,200,200,1,624846
"K",1e+05,2.5,1e+05,0.125,1e-04,764.1,50,200,1,200,200,1,624921
"K",1e+05,2.5,1e+05,0.125,1e-04,764.2,50,200,1,200,200,1,625400
"K",1e+05,2.5,1e+05,0.125,1e-04,764.3,50,200,1,200,200,1,625757
"K",1e+05,2.5,1e+05,0.125,1e-04,764.4,50,200,1,200,200,1,625725
"K",1e+05,2.5,1e+05,0.125,1e-04,764.5,50,200,1,200,200,1,625268
"K",1e+05,2.5,1e+05,0.125,1e-04,764.6,50,200,1,200,200,1,624999
"K",1e+05,2.5,1e+05,0.125,1e-04,764.7,50,200,1,200,200,1,624926
"K",1e+05,2.5,1e+05,0.125,1e-04,764.8,50,200,1,200,200,1,625176
"K",1e+05,2.5,1e+05,0.125,1e-04,764.9,50,200,1,200,200,1,625404
"K",1e+05,2.5,1e+05,0.125,1e-04,765,50,200,1,200,200,1,625861
"K",1e+05,2.5,1e+05,0.125,1e-04,765.1,50,200,1,200,200,1,626322
"K",1e+05,2.5,1e+05,0.125,1e-04,765.2,50,200,1,200,200,1,626745
"K",1e+05,2.5,1e+05,0.125,1e-04,765.3,50,200,1,200,200,1,627199
"K",1e+05,2.5,1e+05,0.125,1e-04,765.4,50,200,1,200,200,1,627397
"K",1e+05,2.5,1e+05,0.125,1e-04,765.5,50,200,1,200,200,1,627591
"K",1e+05,2.5,1e+05,0.125,1e-04,765.6,50,200,1,200,200,1,627477
"K",1e+05,2.5,1e+05,0.125,1e-04,765.7,50,200,1,200,200,1,627715
"K",1e+05,2.5,1e+05,0.125,1e-04,765.8,50,200,1,200,200,1,627573
"K",1e+05,2.5,1e+05,0.125,1e-04,765.9,50,200,1,200,200,1,627539
"K",1e+05,2.5,1e+05,0.125,1e-04,766,50,200,1,200,200,1,628020
"K",1e+05,2.5,1e+05,0.125,1e-04,766.1,50,200,1,200,200,1,627188
"K",1e+05,2.5,1e+05,0.125,1e-04,766.2,50,200,1,200,200,1,627661
"K",1e+05,2.5,1e+05,0.125,1e-04,766.3,50,200,1,200,200,1,627822
"K",1e+05,2.5,1e+05,0.125,1e-04,766.4,50,200,1,200,200,1,627866
"K",1e+05,2.5,1e+05,0.125,1e-04,766.5,50,200,1,200,200,1,627954
"K",1e+05,2.5,1e+05,0.125,1e-04,766.6,50,200,1,200,200,1,627674
"K",1e+05,2.5,1e+05,0.125,1e-04,766.7,50,200,1,200,200,1,627423
"K",1e+05,2.5,1e+05,0.125,1e-04,766.8,50,200,1,200,200,1,627347
"K",1e+05,2.5,1e+05,0.125,1e-04,766.9,50,200,1,200,200,1,627078
"K",1e+05,2.5,1e+05,0.125,1e-04,767,50,200,1,200,200,1,626635
"K",1e+05,2.5,1e+05,0.125,1e-04,767.1,50,200,1,200,200,1,626702
"K",1e+05,2.5,1e+05,0.125,1e-04,767.2,50,200,1,200,200,1,626448
"K",1e+05,2.5,1e+05,0.125,1e-04,767.3,50,200,1,200,200,1,625792
"K",1e+05,2.5,1e+05,0.125,1e-04,767.4,50,200,1,200,200,1,626029
"K",1e+05,2.5,1e+05,0.125,1e-04,767.5,50,200,1,200,200,1,626062
"K",1e+05,2.5,1e+05,0.125,1e-04,767.6,50,200,1,200,200,1,625962
"K",1e+05,2.5,1e+05,0.125,1e-04,767.7,50,200,1,200,200,1,625967
"K",1e+05,2.5,1e+05,0.125,1e-04,767.8,50,200,1,200,200,1,626753
"K",1e+05,2.5,1e+05,0.125,1e-04,767.9,50,200,1,200,200,1,626399
"K",1e+05,2.5,1e+05,0.125,1e-04,768,50,200,1,200,200,1,626947
"K",1e+05,2.5,1e+05,0.125,1e-04,768.1,50,200,1,200,200,1,626686
"K",1e+05,2.5,1e+05,0.125,1e-04,768.2,50,200,1,200,200,1,627242
"K",1e+05,2.5,1e+05,0.125,1e-04,768.3,50,200,1,200,200,1,627305
"K",1e+05,2.5,1e+05,0.125,1e-04,768.4,50,200,1,200,200,1,627436
"K",1e+05,2.5,1e+05,0.125,1e-04,768.5,50,200,1,200,200,1,627430
"K",1e+05,2.5,1e+05,0.125,1e-04,768.6,50,200,1,200,200,1,627666
"K",1e+05,2.5,1e+05,0.125,1e-04,768.7,50,200,1,200,200,1,627455
"K",1e+05,2.5,1e+05,0.125,1e-04,768.8,50,200,1,200,200,1,627562
"K",1e+05,2.5,1e+05,0.125,1e-04,768.9,50,200,1,200,200,1,627212
"K",1e+05,2.5,1e+05,0.125,1e-04,769,50,200,1,200,200,1,626969
"K",1e+05,2.5,1e+05,0.125,1e-04,769.1,50,200,1,200,200,1,627070
"K",1e+05,2.5,1e+05,0.125,1e-04,769.2,50,200,1,200,200,1,627104
"K",1e+05,2.5,1e+05,0.125,1e-04,769.3,50,200,1,200,200,1,626491
"K",1e+05,2.5,1e+05,0.125,1e-04,769.4,50,200,1,200,200,1,626012
"K",1e+05,2.5,1e+05,0.125,1e-04,769.5,50,200,1,200,200,1,626021
"K",1e+05,2.5,1e+05,0.125,1e-04,769.6,50,200,1,200,200,1,625588
"K",1e+05,2.5,1e+05,0.125,1e-04,769.7,50,200,1,200,200,1,625577
"K",1e+05,2.5,1e+05,0.125,1e-04,769.8,50,200,1,200,200,1,624852
"K",1e+05,2.5,1e+05,0.125,1e-04,769.9,50,200,1,200,200,1,625263
"K",1e+05,2.5,1e+05,0.125,1e-04,770,50,200,1,200,200,1,624835
"K",1e+05,2.5,1e+05,0.125,1e-04,770.1,50,200,1,200,200,1,624610
"K",1e+05,2.5,1e+05,0.125,1e-04,770.2,50,200,1,200,200,1,624767
"K",1e+05,2.5,1e+05,0.125,1e-04,770.3,50,200,1,200,200,1,624524
"K",1e+05,2.5,1e+05,0.125,1e-04,770.4,50,200,1,200,200,1,624897
"K",1e+05,2.5,1e+05,0.125,1e-04,770.5,50,200,1,200,200,1,624505
"K",1e+05,2.5,1e+05,0.125,1e-04,770.6,50,200,1,200,200,1,624136
"K",1e+05,2.5,1e+05,0.125,1e-04,770.7,50,200,1,200,200,1,624129
"K",1e+05,2.5,1e+05,0.125,1e-04,770.8,50,200,1,200,200,1,624063
"K",1e+05,2.5,1e+05,0.125,1e-04,770.9,50,200,1,200,200,1,624030
"K",1e+05,2.5,1e+05,0.125,1e-04,771,50,200,1,200,200,1,623813
"K",1e+05,2.5,1e+05,0.125,1e-04,771.1,50,200,1,200,200,1,623773
"K",1e+05,2.5,1e+05,0.125,1e-04,771.2,50,200,1,200,200,1,623289
"K",1e+05,2.5,1e+05,0.125,1e-04,771.3,50,200,1,200,200,1,623455
"K",1e+05,2.5,1e+05,0.125,1e-04,771.4,50,200,1,200,200,1,623479
"K",1e+05,2.5,1e+05,0.125,1e-04,771.5,50,200,1,200,200,1,623066
"K",1e+05,2.5,1e+05,0.125,1e-04,771.6,50,200,1,200,200,1,622767
"K",1e+05,2.5,1e+05,0.125,1e-04,771.7,50,200,1,200,200,1,623017
"K",1e+05,2.5,1e+05,0.125,1e-04,771.8,50,200,1,200,200,1,622869
"K",1e+05,2.5,1e+05,0.125,1e-04,771.9,50,200,1,200,200,1,622179
"K",1e+05,2.5,1e+05,0.125,1e-04,772,50,200,1,200,200,1,622117
"K",1e+05,2.5,1e+05,0.125,1e-04,772.1,50,200,1,200,200,1,622004
"K",1e+05,2.5,1e+05,0.125,1e-04,772.2,50,200,1,200,200,1,622123
"K",1e+05,2.5,1e+05,0.125,1e-04,772.3,50,200,1,200,200,1,622197
"K",1e+05,2.5,1e+05,0.125,1e-04,772.4,50,200,1,200,200,1,621912
"K",1e+05,2.5,1e+05,0.125,1e-04,772.5,50,200,1,200,200,1,621876
"K",1e+05,2.5,1e+05,0.125,1e-04,772.6,50,200,1,200,200,1,621607
"K",1e+05,2.5,1e+05,0.125,1e-04,772.7,50,200,1,200,200,1,621369
"K",1e+05,2.5,1e+05,0.125,1e-04,772.8,50,200,1,200,200,1,621333
"K",1e+05,2.5,1e+05,0.125,1e-04,772.9,50,200,1,200,200,1,621245
"K",1e+05,2.5,1e+05,0.125,1e-04,773,50,200,1,200,200,1,621042
"K",1e+05,2.5,1e+05,0.125,1e-04,773.1,50,200,1,200,200,1,621313
"K",1e+05,2.5,1e+05,0.125,1e-04,773.2,50,200,1,200,200,1,621517
"K",1e+05,2.5,1e+05,0.125,1e-04,773.3,50,200,1,200,200,1,621050
"K",1e+05,2.5,1e+05,0.125,1e-04,773.4,50,200,1,200,200,1,621369
"K",1e+05,2.5,1e+05,0.125,1e-04,773.5,50,200,1,200,200,1,621683
"K",1e+05,2.5,1e+05,0.125,1e-04,773.6,50,200,1,200,200,1,621790
"K",1e+05,2.5,1e+05,0.125,1e-04,773.7,50,200,1,200,200,1,622105
"K",1e+05,2.5,1e+05,0.125,1e-04,773.8,50,200,1,200,200,1,622052
"K",1e+05,2.5,1e+05,0.125,1e-04,773.9,50,200,1,200,200,1,622028
"K",1e+05,2.5,1e+05,0.125,1e-04,774,50,200,1,200,200,1,622114
"K",1e+05,2.5,1e+05,0.125,1e-04,774.1,50,200,1,200,200,1,621921
"K",1e+05,2.5,1e+05,0.125,1e-04,774.2,50,200,1,200,200,1,621844
"K",1e+05,2.5,1e+05,0.125,1e-04,774.3,50,200,1,200,200,1,621116
"K",1e+05,2.5,1e+05,0.125,1e-04,774.4,50,200,1,200,200,1,621390
"K",1e+05,2.5,1e+05,0.125,1e-04,774.5,50,200,1,200,200,1,621934
"K",1e+05,2.5,1e+05,0.125,1e-04,774.6,50,200,1,200,200,1,621555
"K",1e+05,2.5,1e+05,0.125,1e-04,774.7,50,200,1,200,200,1,620891
"K",1e+05,2.5,1e+05,0.125,1e-04,774.8,50,200,1,200,200,1,620610
"K",1e+05,2.5,1e+05,0.125,1e-04,774.9,50,200,1,200,200,1,619999
"K",1e+05,2.5,1e+05,0.125,1e-04,775,50,200,1,200,200,1,619475
"K",1e+05,2.5,1e+05,0.125,1e-04,775.1,50,200,1,200,200,1,619200
"K",1e+05,2.5,1e+05,0.125,1e-04,775.2,50,200,1,200,200,1,619163
"K",1e+05,2.5,1e+05,0.125,1e-04,775.3,50,200,1,200,200,1,619434
"K",1e+05,2.5,1e+05,0.125,1e-04,775.4,50,200,1,200,200,1,619284
"K",1e+05,2.5,1e+05,0.125,1e-04,775.5,50,200,1,200,200,1,619068
"K",1e+05,2.5,1e+05,0.125,1e-04,775.6,50,200,1,200,200,1,619152
"K",1e+05,2.5,1e+05,0.125,1e-04,775.7,50,200,1,200,200,1,618840
"K",1e+05,2.5,1e+05,0.125,1e-04,775.8,50,200,1,200,200,1,618843
"K",1e+05,2.5,1e+05,0.125,1e-04,775.9,50,200,1,200,200,1,618634
"K",1e+05,2.5,1e+05,0.125,1e-04,776,50,200,1,200,200,1,618276
"K",1e+05,2.5,1e+05,0.125,1e-04,776.1,50,200,1,200,200,1,618097
"K",1e+05,2.5,1e+05,0.125,1e-04,776.2,50,200,1,200,200,1,617944
"K",1e+05,2.5,1e+05,0.125,1e-04,776.3,50,200,1,200,200,1,618092
"K",1e+05,2.5,1e+05,0.125,1e-04,776.4,50,200,1,200,200,1,617839
"K",1e+05,2.5,1e+05,0.125,1e-04,776.5,50,200,1,200,200,1,618004
"K",1e+05,2.5,1e+05,0.125,1e-04,776.6,50,200,1,200,200,1,617765
"K",1e+05,2.5,1e+05,0.125,1e-04,776.7,50,200,1,200,200,1,617753
"K",1e+05,2.5,1e+05,0.125,1e-04,776.8,50,200,1,200,200,1,617214
"K",1e+05,2.5,1e+05,0.125,1e-04,776.9,50,200,1,200,200,1,617407
"K",1e+05,2.5,1e+05,0.125,1e-04,777,50,200,1,200,200,1,617839
"K",1e+05,2.5,1e+05,0.125,1e-04,777.1,50,200,1,200,200,1,618301
"K",1e+05,2.5,1e+05,0.125,1e-04,777.2,50,200,1,200,200,1,617912
"K",1e+05,2.5,1e+05,0.125,1e-04,777.3,50,200,1,200,200,1,617650
"K",1e+05,2.5,1e+05,0.125,1e-04,777.4,50,200,1,200,200,1,617800
"K",1e+05,2.5,1e+05,0.125,1e-04,777.5,50,200,1,200,200,1,617714
"K",1e+05,2.5,1e+05,0.125,1e-04,777.6,50,200,1,200,200,1,617640
"K",1e+05,2.5,1e+05,0.125,1e-04,777.7,50,200,1,200,200,1,617485
"K",1e+05,2.5,1e+05,0.125,1e-04,777.8,50,200,1,200,200,1,617034
"K",1e+05,2.5,1e+05,0.125,1e-04,777.9,50,200,1,200,200,1,616985
"K",1e+05,2.5,1e+05,0.125,1e-04,778,50,200,1,200,200,1,617187
"K",1e+05,2.5,1e+05,0.125,1e-04,778.1,50,200,1,200,200,1,617009
"K",1e+05,2.5,1e+05,0.125,1e-04,778.2,50,200,1,200,200,1,617058
"K",1e+05,2.5,1e+05,0.125,1e-04,778.3,50,200,1,200,200,1,616981
"K",1e+05,2.5,1e+05,0.125,1e-04,778.4,50,200,1,200,200,1,616805
"K",1e+05,2.5,1e+05,0.125,1e-04,778.5,50,200,1,200,200,1,617073
"K",1e+05,2.5,1e+05,0.125,1e-04,778.6,50,200,1,200,200,1,617099
"K",1e+05,2.5,1e+05,0.125,1e-04,778.7,50,200,1,200,200,1,617325
"K",1e+05,2.5,1e+05,0.125,1e-04,778.8,50,200,1,200,200,1,617815
"K",1e+05,2.5,1e+05,0.125,1e-04,778.9,50,200,1,200,200,1,617912
"K",1e+05,2.5,1e+05,0.125,1e-04,779,50,200,1,200,200,1,617888
"K",1e+05,2.5,1e+05,0.125,1e-04,779.1,50,200,1,200,200,1,617818
"K",1e+05,2.5,1e+05,0.125,1e-04,779.2,50,200,1,200,200,1,617778
"K",1e+05,2.5,1e+05,0.125,1e-04,779.3,50,200,1,200,200,1,617314
"K",1e+05,2.5,1e+05,0.125,1e-04,779.4,50,200,1,200,200,1,617094
"K",1e+05,2.5,1e+05,0.125,1e-04,779.5,50,200,1,200,200,1,617315
"K",1e+05,2.5,1e+05,0.125,1e-04,779.6,50,200,1,200,200,1,616980
"K",1e+05,2.5,1e+05,0.125,1e-04,779.7,50,200,1,200,200,1,616809
"K",1e+05,2.5,1e+05,0.125,1e-04,779.8,50,200,1,200,200,1,616932
"K",1e+05,2.5,1e+05,0.125,1e-04,779.9,50,200,1,200,200,1,616676
"K",1e+05,2.5,1e+05,0.125,1e-04,780,50,200,1,200,200,1,616585
"K",1e+05,2.5,1e+05,0.125,1e-04,780.1,50,200,1,200,200,1,616621
"K",1e+05,2.5,1e+05,0.125,1e-04,780.2,50,200,1,200,200,1,616766
"K",1e+05,2.5,1e+05,0.125,1e-04,780.3,50,200,1,200,200,1,616451
"K",1e+05,2.5,1e+05,0.125,1e-04,780.4,50,200,1,200,200,1,615865
"K",1e+05,2.5,1e+05,0.125,1e-04,780.5,50,200,1,200,200,1,615759
"K",1e+05,2.5,1e+05,0.125,1e-04,780.6,50,200,1,200,200,1,616331
"K",1e+05,2.5,1e+05,0.125,1e-04,780.7,50,200,1,200,200,1,615881
"K",1e+05,2.5,1e+05,0.125,1e-04,780.8,50,200,1,200,200,1,615738
"K",1e+05,2.5,1e+05,0.125,1e-04,780.9,50,200,1,200,200,1,616036
"K",1e+05,2.5,1e+05,0.125,1e-04,781,50,200,1,200,200,1,616068
"K",1e+05,2.5,1e+05,0.125,1e-04,781.1,50,200,1,200,200,1,616347
"K",1e+05,2.5,1e+05,0.125,1e-04,781.2,50,200,1,200,200,1,616535
"K",1e+05,2.5,1e+05,0.125,1e-04,781.3,50,200,1,200,200,1,616147
"K",1e+05,2.5,1e+05,0.125,1e-04,781.4,50,200,1,200,200,1,616295
"K",1e+05,2.5,1e+05,0.125,1e-04,781.5,50,200,1,200,200,1,616575
"K",1e+05,2.5,1e+05,0.125,1e-04,781.6,50,200,1,200,200,1,616445
"K",1e+05,2.5,1e+05,0.125,1e-04,781.7,50,200,1,200,200,1,616672
"K",1e+05,2.5,1e+05,0.125,1e-04,781.8,50,200,1,200,200,1,617003
"K",1e+05,2.5,1e+05,0.125,1e-04,781.9,50,200,1,200,200,1,617420
"K",1e+05,2.5,1e+05,0.125,1e-04,782,50,200,1,200,200,1,616882
"K",1e+05,2.5,1e+05,0.125,1e-04,782.1,50,200,1,200,200,1,616976
"K",1e+05,2.5,1e+05,0.125,1e-04,782.2,50,200,1,200,200,1,617580
"K",1e+05,2.5,1e+05,0.125,1e-04,782.3,50,200,1,200,200,1,617849
"K",1e+05,2.5,1e+05,0.125,1e-04,782.4,50,200,1,200,200,1,617658
"K",1e+05,2.5,1e+05,0.125,1e-04,782.5,50,200,1,200,200,1,617711
"K",1e+05,2.5,1e+05,0.125,1e-04,782.6,50,200,1,200,200,1,617604
"K",1e+05,2.5,1e+05,0.125,1e-04,782.7,50,200,1,200,200,1,617339
"K",1e+05,2.5,1e+05,0.125,1e-04,782.8,50,200,1,200,200,1,617851
"K",1e+05,2.5,1e+05,0.125,1e-04,782.9,50,200,1,200,200,1,618006
"K",1e+05,2.5,1e+05,0.125,1e-04,783,50,200,1,200,200,1,617642
"K",1e+05,2.5,1e+05,0.125,1e-04,783.1,50,200,1,200,200,1,617810
"K",1e+05,2.5,1e+05,0.125,1e-04,783.2,50,200,1,200,200,1,617771
"K",1e+05,2.5,1e+05,0.125,1e-04,783.3,50,200,1,200,200,1,617801
"K",1e+05,2.5,1e+05,0.125,1e-04,783.4,50,200,1,200,200,1,617635
"K",1e+05,2.5,1e+05,0.125,1e-04,783.5,50,200,1,200,200,1,618001
"K",1e+05,2.5,1e+05,0.125,1e-04,783.6,50,200,1,200,200,1,618266
"K",1e+05,2.5,1e+05,0.125,1e-04,783.7,50,200,1,200,200,1,618422
"K",1e+05,2.5,1e+05,0.125,1e-04,783.8,50,200,1,200,200,1,618801
"K",1e+05,2.5,1e+05,0.125,1e-04,783.9,50,200,1,200,200,1,619496
"K",1e+05,2.5,1e+05,0.125,1e-04,784,50,200,1,200,200,1,619826
"K",1e+05,2.5,1e+05,0.125,1e-04,784.1,50,200,1,200,200,1,619461
"K",1e+05,2.5,1e+05,0.125,1e-04,784.2,50,200,1,200,200,1,619729
"K",1e+05,2.5,1e+05,0.125,1e-04,784.3,50,200,1,200,200,1,619666
"K",1e+05,2.5,1e+05,0.125,1e-04,784.4,50,200,1,200,200,1,619131
"K",1e+05,2.5,1e+05,0.125,1e-04,784.5,50,200,1,200,200,1,619235
"K",1e+05,2.5,1e+05,0.125,1e-04,784.6,50,200,1,200,200,1,619454
"K",1e+05,2.5,1e+05,0.125,1e-04,784.7,50,200,1,200,200,1,619802
"K",1e+05,2.5,1e+05,0.125,1e-04,784.8,50,200,1,200,200,1,619374
"K",1e+05,2.5,1e+05,0.125,1e-04,784.9,50,200,1,200,200,1,619692
"K",1e+05,2.5,1e+05,0.125,1e-04,785,50,200,1,200,200,1,619613
"K",1e+05,2.5,1e+05,0.125,1e-04,785.1,50,200,1,200,200,1,620064
"K",1e+05,2.5,1e+05,0.125,1e-04,785.2,50,200,1,200,200,1,620110
"K",1e+05,2.5,1e+05,0.125,1e-04,785.3,50,200,1,200,200,1,620277
"K",1e+05,2.5,1e+05,0.125,1e-04,785.4,50,200,1,200,200,1,620503
"K",1e+05,2.5,1e+05,0.125,1e-04,785.5,50,200,1,200,200,1,620291
"K",1e+05,2.5,1e+05,0.125,1e-04,785.6,50,200,1,200,200,1,620602
"K",1e+05,2.5,1e+05,0.125,1e-04,785.7,50,200,1,200,200,1,620804
"K",1e+05,2.5,1e+05,0.125,1e-04,785.8,50,200,1,200,200,1,620723
"K",1e+05,2.5,1e+05,0.125,1e-04,785.9,50,200,1,200,200,1,620434
"K",1e+05,2.5,1e+05,0.125,1e-04,786,50,200,1,200,200,1,620376
"K",1e+05,2.5,1e+05,0.125,1e-04,786.1,50,200,1,200,200,1,620591
"K",1e+05,2.5,1e+05,0.125,1e-04,786.2,50,200,1,200,200,1,620685
"K",1e+05,2.5,1e+05,0.125,1e-04,786.3,50,200,1,200,200,1,620717
"K",1e+05,2.5,1e+05,0.125,1e-04,786.4,50,200,1,200,200,1,621002
"K",1e+05,2.5,1e+05,0.125,1e-04,786.5,50,200,1,200,200,1,620428
"K",1e+05,2.5,1e+05,0.125,1e-04,786.6,50,200,1,200,200,1,620452
"K",1e+05,2.5,1e+05,0.125,1e-04,786.7,50,200,1,200,200,1,620856
"K",1e+05,2.5,1e+05,0.125,1e-04,786.8,50,200,1,200,200,1,621356
"K",1e+05,2.5,1e+05,0.125,1e-04,786.9,50,200,1,200,200,1,620880
"K",1e+05,2.5,1e+05,0.125,1e-04,787,50,200,1,200,200,1,620585
"K",1e+05,2.5,1e+05,0.125,1e-04,787.1,50,200,1,200,200,1,620697
"K",1e+05,2.5,1e+05,0.125,1e-04,787.2,50,200,1,200,200,1,620972
"K",1e+05,2.5,1e+05,0.125,1e-04,787.3,50,200,1,200,200,1,620729
"K",1e+05,2.5,1e+05,0.125,1e-04,787.4,50,200,1,200,200,1,620538
"K",1e+05,2.5,1e+05,0.125,1e-04,787.5,50,200,1,200,200,1,620096
"K",1e+05,2.5,1e+05,0.125,1e-04,787.6,50,200,1,200,200,1,620496
"K",1e+05,2.5,1e+05,0.125,1e-04,787.7,50,200,1,200,200,1,619937
"K",1e+05,2.5,1e+05,0.125,1e-04,787.8,50,200,1,200,200,1,619954
"K",1e+05,2.5,1e+05,0.125,1e-04,787.9,50,200,1,200,200,1,619560
"K",1e+05,2.5,1e+05,0.125,1e-04,788,50,200,1,200,200,1,619391
"K",1e+05,2.5,1e+05,0.125,1e-04,788.1,50,200,1,200,200,1,619820
"K",1e+05,2.5,1e+05,0.125,1e-04,788.2,50,200,1,200,200,1,619827
"K",1e+05,2.5,1e+05,0.125,1e-04,788.3,50,200,1,200,200,1,619522
"K",1e+05,2.5,1e+05,0.125,1e-04,788.4,50,200,1,200,200,1,619538
"K",1e+05,2.5,1e+05,0.125,1e-04,788.5,50,200,1,200,200,1,619137
"K",1e+05,2.5,1e+05,0.125,1e-04,788.6,50,200,1,200,200,1,619226
"K",1e+05,2.5,1e+05,0.125,1e-04,788.7,50,200,1,200,200,1,619200
"K",1e+05,2.5,1e+05,0.125,1e-04,788.8,50,200,1,200,200,1,619557
"K",1e+05,2.5,1e+05,0.125,1e-04,788.9,50,200,1,200,200,1,619265
"K",1e+05,2.5,1e+05,0.125,1e-04,789,50,200,1,200,200,1,619719
"K",1e+05,2.5,1e+05,0.125,1e-04,789.1,50,200,1,200,200,1,619814
"K",1e+05,2.5,1e+05,0.125,1e-04,789.2,50,200,1,200,200,1,619693
"K",1e+05,2.5,1e+05,0.125,1e-04,789.3,50,200,1,200,200,1,620329
"K",1e+05,2.5,1e+05,0.125,1e-04,789.4,50,200,1,200,200,1,619717
"K",1e+05,2.5,1e+05,0.125,1e-04,789.5,50,200,1,200,200,1,619813
"K",1e+05,2.5,1e+05,0.125,1e-04,789.6,50,200,1,200,200,1,620063
"K",1e+05,2.5,1e+05,0.125,1e-04,789.7,50,200,1,200,200,1,620104
"K",1e+05,2.5,1e+05,0.125,1e-04,789.8,50,200,1,200,200,1,620162
"K",1e+05,2.5,1e+05,0.125,1e-04,789.9,50,200,1,200,200,1,619967
"K",1e+05,2.5,1e+05,0.125,1e-04,790,50,200,1,200,200,1,619945
"K",1e+05,2.5,1e+05,0.125,1e-04,790.1,50,200,1,200,200,1,619851
"K",1e+05,2.5,1e+05,0.125,1e-04,790.2,50,200,1,200,200,1,619034
"K",1e+05,2.5,1e+05,0.125,1e-04,790.3,50,200,1,200,200,1,618391
"K",1e+05,2.5,1e+05,0.125,1e-04,790.4,50,200,1,200,200,1,618440
"K",1e+05,2.5,1e+05,0.125,1e-04,790.5,50,200,1,200,200,1,619110
"K",1e+05,2.5,1e+05,0.125,1e-04,790.6,50,200,1,200,200,1,618516
"K",1e+05,2.5,1e+05,0.125,1e-04,790.7,50,200,1,200,200,1,618206
"K",1e+05,2.5,1e+05,0.125,1e-04,790.8,50,200,1,200,200,1,617582
"K",1e+05,2.5,1e+05,0.125,1e-04,790.9,50,200,1,200,200,1,617755
"K",1e+05,2.5,1e+05,0.125,1e-04,791,50,200,1,200,200,1,618023
"K",1e+05,2.5,1e+05,0.125,1e-04,791.1,50,200,1,200,200,1,617935
"K",1e+05,2.5,1e+05,0.125,1e-04,791.2,50,200,1,200,200,1,618123
"K",1e+05,2.5,1e+05,0.125,1e-04,791.3,50,200,1,200,200,1,618652
"K",1e+05,2.5,1e+05,0.125,1e-04,791.4,50,200,1,200,200,1,618773
"K",1e+05,2.5,1e+05,0.125,1e-04,791.5,50,200,1,200,200,1,618754
"K",1e+05,2.5,1e+05,0.125,1e-04,791.6,50,200,1,200,200,1,618341
"K",1e+05,2.5,1e+05,0.125,1e-04,791.7,50,200,1,200,200,1,617910
"K",1e+05,2.5,1e+05,0.125,1e-04,791.8,50,200,1,200,200,1,617941
"K",1e+05,2.5,1e+05,0.125,1e-04,791.9,50,200,1,200,200,1,617723
"K",1e+05,2.5,1e+05,0.125,1e-04,792,50,200,1,200,200,1,617764
"K",1e+05,2.5,1e+05,0.125,1e-04,792.1,50,200,1,200,200,1,618502
"K",1e+05,2.5,1e+05,0.125,1e-04,792.2,50,200,1,200,200,1,618868
"K",1e+05,2.5,1e+05,0.125,1e-04,792.3,50,200,1,200,200,1,618942
"K",1e+05,2.5,1e+05,0.125,1e-04,792.4,50,200,1,200,200,1,619173
"K",1e+05,2.5,1e+05,0.125,1e-04,792.5,50,200,1,200,200,1,619093
"K",1e+05,2.5,1e+05,0.125,1e-04,792.6,50,200,1,200,200,1,618443
"K",1e+05,2.5,1e+05,0.125,1e-04,792.7,50,200,1,200,200,1,619175
"K",1e+05,2.5,1e+05,0.125,1e-04,792.8,50,200,1,200,200,1,619324
"K",1e+05,2.5,1e+05,0.125,1e-04,792.9,50,200,1,200,200,1,618658
"K",1e+05,2.5,1e+05,0.125,1e-04,793,50,200,1,200,200,1,618609
"K",1e+05,2.5,1e+05,0.125,1e-04,793.1,50,200,1,200,200,1,618602
"K",1e+05,2.5,1e+05,0.125,1e-04,793.2,50,200,1,200,200,1,618061
"K",1e+05,2.5,1e+05,0.125,1e-04,793.3,50,200,1,200,200,1,618353
"K",1e+05,2.5,1e+05,0.125,1e-04,793.4,50,200,1,200,200,1,618781
"K",1e+05,2.5,1e+05,0.125,1e-04,793.5,50,200,1,200,200,1,618743
"K",1e+05,2.5,1e+05,0.125,1e-04,793.6,50,200,1,200,200,1,618651
"K",1e+05,2.5,1e+05,0.125,1e-04,793.7,50,200,1,200,200,1,618824
"K",1e+05,2.5,1e+05,0.125,1e-04,793.8,50,200,1,200,200,1,619058
"K",1e+05,2.5,1e+05,0.125,1e-04,793.9,50,200,1,200,200,1,619333
"K",1e+05,2.5,1e+05,0.125,1e-04,794,50,200,1,200,200,1,619269
"K",1e+05,2.5,1e+05,0.125,1e-04,794.1,50,200,1,200,200,1,619112
"K",1e+05,2.5,1e+05,0.125,1e-04,794.2,50,200,1,200,200,1,619187
"K",1e+05,2.5,1e+05,0.125,1e-04,794.3,50,200,1,200,200,1,619189
"K",1e+05,2.5,1e+05,0.125,1e-04,794.4,50,200,1,200,200,1,619183
"K",1e+05,2.5,1e+05,0.125,1e-04,794.5,50,200,1,200,200,1,619484
"K",1e+05,2.5,1e+05,0.125,1e-04,794.6,50,200,1,200,200,1,619365
