"R0","K","log10K","r","gamma","dt","t_max","nsim","n_patch","alpha","I_init","mean_ext_time_index","mean_T_ext","ext_prob","n_ext","finite_conditional_mean"
1.2,177827.941003892,5.25,0.2,1,0.1,200,1000,1,0,10,54.8425925925926,5.38425925925926,0.108,108,TRUE
1.3,177827.941003892,5.25,0.2,1,0.1,200,1000,1,0,10,48.84375,4.784375,0.064,64,TRUE
1.4,177827.941003892,5.25,0.2,1,0.1,200,1000,1,0,10,33.8947368421053,3.28947368421053,0.038,38,TRUE
1.5,177827.941003892,5.25,0.2,1,0.1,200,1000,1,0,10,33.6666666666667,3.26666666666667,0.027,27,TRUE
1.6,177827.941003892,5.25,0.2,1,0.1,200,1000,1,0,10,26.3571428571429,2.53571428571429,0.014,14,TRUE
1.7,177827.941003892,5.25,0.2,1,0.1,200,1000,1,0,10,37.5,3.65,0.01,10,TRUE
1.8,177827.941003892,5.25,0.2,1,0.1,200,1000,1,0,10,15.2,1.42,0.005,5,TRUE
1.9,177827.941003892,5.25,0.2,1,0.1,200,1000,1,0,10,20.125,1.9125,0.008,8,TRUE
2,177827.941003892,5.25,0.2,1,0.1,200,1000,1,0,10,17.6666666666667,1.66666666666667,0.003,3,TRUE
2.1,177827.941003892,5.25,0.2,1,0.1,200,1000,1,0,10,11.5714285714286,1.05714285714286,0.007,7,TRUE
2.2,177827.941003892,5.25,0.2,1,0.1,200,1000,1,0,10,12.5,1.15,0.002,2,TRUE
2.3,177827.941003892,5.25,0.2,1,0.1,200,1000,1,0,10,5,0.4,0.001,1,TRUE
2.4,177827.941003892,5.25,0.2,1,0.1,200,1000,1,0,10,5,0.4,0.001,1,TRUE
2.5,177827.941003892,5.25,0.2,1,0.1,200,1000,1,0,10,6.66666666666667,0.566666666666667,0.003,3,TRUE
2.6,177827.941003892,5.25,0.2,1,0.1,200,1000,1,0,10,9.5,0.85,0.002,2,TRUE
2.7,177827.941003892,5.25,0.2,1,0.1,200,1000,1,0,10,7,0.6,0.001,1,TRUE
2.8,177827.941003892,5.25,0.2,1,0.1,200,1000,1,0,10,NA,NA,0,0,FALSE
2.9,177827.941003892,5.25,0.2,1,0.1,200,1000,1,0,10,1,0,0.001,1,TRUE
3,177827.941003892,5.25,0.2,1,0.1,200,1000,1,0,10,NA,NA,0,0,FALSE
3.1,177827.941003892,5.25,0.2,1,0.1,200,1000,1,0,10,8,0.7,0.001,1,TRUE
3.2,177827.941003892,5.25,0.2,1,0.1,200,1000,1,0,10,8,0.7,0.001,1,TRUE
3.3,177827.941003892,5.25,0.2,1,0.1,200,1000,1,0,10,7.5,0.65,0.002,2,TRUE
3.4,177827.941003892,5.25,0.2,1,0.1,200,1000,1,0,10,222,22.1,0.004,4,TRUE
3.5,177827.941003892,5.25,0.2,1,0.1,200,1000,1,0,10,220.041666666667,21.9041666666667,0.024,24,TRUE
3.6,177827.941003892,5.25,0.2,1,0.1,200,1000,1,0,10,218.205882352941,21.7205882352941,0.068,68,TRUE
3.7,177827.941003892,5.25,0.2,1,0.1,200,1000,1,0,10,215.598639455782,21.4598639455782,0.147,147,TRUE
3.8,177827.941003892,5.25,0.2,1,0.1,200,1000,1,0,10,209.153846153846,20.8153846153846,0.247,247,TRUE
3.9,177827.941003892,5.25,0.2,1,0.1,200,1000,1,0,10,207.441326530612,20.6441326530612,0.392,392,TRUE
4,177827.941003892,5.25,0.2,1,0.1,200,1000,1,0,10,202.92438563327,20.192438563327,0.529,529,TRUE
4.1,177827.941003892,5.25,0.2,1,0.1,200,1000,1,0,10,200.185419968304,19.9185419968304,0.631,631,TRUE
4.2,177827.941003892,5.25,0.2,1,0.1,200,1000,1,0,10,196.55223880597,19.555223880597,0.737,737,TRUE
4.3,177827.941003892,5.25,0.2,1,0.1,200,1000,1,0,10,191.913098236776,19.0913098236776,0.794,794,TRUE
4.4,177827.941003892,5.25,0.2,1,0.1,200,1000,1,0,10,189.754098360656,18.8754098360656,0.854,854,TRUE
4.5,177827.941003892,5.25,0.2,1,0.1,200,1000,1,0,10,186.276785714286,18.5276785714286,0.896,896,TRUE
4.6,177827.941003892,5.25,0.2,1,0.1,200,1000,1,0,10,184.60752688172,18.360752688172,0.93,930,TRUE
4.7,177827.941003892,5.25,0.2,1,0.1,200,1000,1,0,10,180.405462184874,17.9405462184874,0.952,952,TRUE
4.8,177827.941003892,5.25,0.2,1,0.1,200,1000,1,0,10,179.154639175258,17.8154639175258,0.97,970,TRUE
4.9,177827.941003892,5.25,0.2,1,0.1,200,1000,1,0,10,176.819487179487,17.5819487179487,0.975,975,TRUE
5,177827.941003892,5.25,0.2,1,0.1,200,1000,1,0,10,175.051987767584,17.4051987767584,0.981,981,TRUE
1.1,316227.766016838,5.5,0.2,1,0.1,200,1000,1,0,10,75.878431372549,7.4878431372549,0.255,255,TRUE
1.2,316227.766016838,5.5,0.2,1,0.1,200,1000,1,0,10,57.8301886792453,5.68301886792453,0.106,106,TRUE
1.3,316227.766016838,5.5,0.2,1,0.1,200,1000,1,0,10,39.9090909090909,3.89090909090909,0.055,55,TRUE
1.4,316227.766016838,5.5,0.2,1,0.1,200,1000,1,0,10,36.3333333333333,3.53333333333333,0.027,27,TRUE
1.5,316227.766016838,5.5,0.2,1,0.1,200,1000,1,0,10,37.59375,3.659375,0.032,32,TRUE
1.6,316227.766016838,5.5,0.2,1,0.1,200,1000,1,0,10,23.1333333333333,2.21333333333333,0.015,15,TRUE
1.7,316227.766016838,5.5,0.2,1,0.1,200,1000,1,0,10,16.9,1.59,0.01,10,TRUE
1.8,316227.766016838,5.5,0.2,1,0.1,200,1000,1,0,10,17.2222222222222,1.62222222222222,0.009,9,TRUE
1.9,316227.766016838,5.5,0.2,1,0.1,200,1000,1,0,10,31,3,0.006,6,TRUE
2,316227.766016838,5.5,0.2,1,0.1,200,1000,1,0,10,10.2,0.92,0.005,5,TRUE
2.1,316227.766016838,5.5,0.2,1,0.1,200,1000,1,0,10,9.33333333333333,0.833333333333333,0.003,3,TRUE
2.2,316227.766016838,5.5,0.2,1,0.1,200,1000,1,0,10,12.5,1.15,0.002,2,TRUE
2.3,316227.766016838,5.5,0.2,1,0.1,200,1000,1,0,10,NA,NA,0,0,FALSE
2.4,316227.766016838,5.5,0.2,1,0.1,200,1000,1,0,10,27,2.6,0.001,1,TRUE
2.5,316227.766016838,5.5,0.2,1,0.1,200,1000,1,0,10,10,0.9,0.004,4,TRUE
2.6,316227.766016838,5.5,0.2,1,0.1,200,1000,1,0,10,NA,NA,0,0,FALSE
2.7,316227.766016838,5.5,0.2,1,0.1,200,1000,1,0,10,NA,NA,0,0,FALSE
2.8,316227.766016838,5.5,0.2,1,0.1,200,1000,1,0,10,7,0.6,0.001,1,TRUE
2.9,316227.766016838,5.5,0.2,1,0.1,200,1000,1,0,10,8.5,0.75,0.002,2,TRUE
3,316227.766016838,5.5,0.2,1,0.1,200,1000,1,0,10,NA,NA,0,0,FALSE
3.1,316227.766016838,5.5,0.2,1,0.1,200,1000,1,0,10,3,0.2,0.001,1,TRUE
3.2,316227.766016838,5.5,0.2,1,0.1,200,1000,1,0,10,NA,NA,0,0,FALSE
3.3,316227.766016838,5.5,0.2,1,0.1,200,1000,1,0,10,17,1.6,0.001,1,TRUE
3.4,316227.766016838,5.5,0.2,1,0.1,200,1000,1,0,10,NA,NA,0,0,FALSE
3.5,316227.766016838,5.5,0.2,1,0.1,200,1000,1,0,10,231.5,23.05,0.002,2,TRUE
3.6,316227.766016838,5.5,0.2,1,0.1,200,1000,1,0,10,231.181818181818,23.0181818181818,0.011,11,TRUE
3.7,316227.766016838,5.5,0.2,1,0.1,200,1000,1,0,10,219.41935483871,21.841935483871,0.031,31,TRUE
3.8,316227.766016838,5.5,0.2,1,0.1,200,1000,1,0,10,218.957894736842,21.7957894736842,0.095,95,TRUE
3.9,316227.766016838,5.5,0.2,1,0.1,200,1000,1,0,10,215.57225433526,21.457225433526,0.173,173,TRUE
4,316227.766016838,5.5,0.2,1,0.1,200,1000,1,0,10,212.253822629969,21.1253822629969,0.327,327,TRUE
4.1,316227.766016838,5.5,0.2,1,0.1,200,1000,1,0,10,211.022883295195,21.0022883295195,0.437,437,TRUE
4.2,316227.766016838,5.5,0.2,1,0.1,200,1000,1,0,10,207.737024221453,20.6737024221453,0.578,578,TRUE
4.3,316227.766016838,5.5,0.2,1,0.1,200,1000,1,0,10,203.362831858407,20.2362831858407,0.678,678,TRUE
4.4,316227.766016838,5.5,0.2,1,0.1,200,1000,1,0,10,200.458542713568,19.9458542713568,0.796,796,TRUE
4.5,316227.766016838,5.5,0.2,1,0.1,200,1000,1,0,10,198.321811680572,19.7321811680572,0.839,839,TRUE
4.6,316227.766016838,5.5,0.2,1,0.1,200,1000,1,0,10,195.457858769932,19.4457858769932,0.878,878,TRUE
4.7,316227.766016838,5.5,0.2,1,0.1,200,1000,1,0,10,192.186495176849,19.1186495176849,0.933,933,TRUE
4.8,316227.766016838,5.5,0.2,1,0.1,200,1000,1,0,10,189.868143459916,18.8868143459916,0.948,948,TRUE
4.9,316227.766016838,5.5,0.2,1,0.1,200,1000,1,0,10,186.536787564767,18.5536787564767,0.965,965,TRUE
5,316227.766016838,5.5,0.2,1,0.1,200,1000,1,0,10,183.692857142857,18.2692857142857,0.98,980,TRUE
1.1,562341.325190349,5.75,0.2,1,0.1,200,1000,1,0,10,85.0960698689956,8.40960698689956,0.229,229,TRUE
1.2,562341.325190349,5.75,0.2,1,0.1,200,1000,1,0,10,54.9834710743802,5.39834710743802,0.121,121,TRUE
1.3,562341.325190349,5.75,0.2,1,0.1,200,1000,1,0,10,54.7538461538462,5.37538461538462,0.065,65,TRUE
1.4,562341.325190349,5.75,0.2,1,0.1,200,1000,1,0,10,41.1951219512195,4.01951219512195,0.041,41,TRUE
1.5,562341.325190349,5.75,0.2,1,0.1,200,1000,1,0,10,19.0666666666667,1.80666666666667,0.015,15,TRUE
1.6,562341.325190349,5.75,0.2,1,0.1,200,1000,1,0,10,20,1.9,0.012,12,TRUE
1.7,562341.325190349,5.75,0.2,1,0.1,200,1000,1,0,10,23.1111111111111,2.21111111111111,0.009,9,TRUE
1.8,562341.325190349,5.75,0.2,1,0.1,200,1000,1,0,10,20,1.9,0.007,7,TRUE
1.9,562341.325190349,5.75,0.2,1,0.1,200,1000,1,0,10,13.75,1.275,0.008,8,TRUE
2,562341.325190349,5.75,0.2,1,0.1,200,1000,1,0,10,14.8,1.38,0.005,5,TRUE
2.1,562341.325190349,5.75,0.2,1,0.1,200,1000,1,0,10,20.5,1.95,0.002,2,TRUE
2.2,562341.325190349,5.75,0.2,1,0.1,200,1000,1,0,10,NA,NA,0,0,FALSE
2.3,562341.325190349,5.75,0.2,1,0.1,200,1000,1,0,10,7,0.6,0.001,1,TRUE
2.4,562341.325190349,5.75,0.2,1,0.1,200,1000,1,0,10,22,2.1,0.001,1,TRUE
2.5,562341.325190349,5.75,0.2,1,0.1,200,1000,1,0,10,NA,NA,0,0,FALSE
2.6,562341.325190349,5.75,0.2,1,0.1,200,1000,1,0,10,NA,NA,0,0,FALSE
2.7,562341.325190349,5.75,0.2,1,0.1,200,1000,1,0,10,NA,NA,0,0,FALSE
2.8,562341.325190349,5.75,0.2,1,0.1,200,1000,1,0,10,6,0.5,0.001,1,TRUE
2.9,562341.325190349,5.75,0.2,1,0.1,200,1000,1,0,10,NA,NA,0,0,FALSE
3,562341.325190349,5.75,0.2,1,0.1,200,1000,1,0,10,9,0.8,0.001,1,TRUE
3.1,562341.325190349,5.75,0.2,1,0.1,200,1000,1,0,10,1,0,0.001,1,TRUE
3.2,562341.325190349,5.75,0.2,1,0.1,200,1000,1,0,10,3,0.2,0.001,1,TRUE
3.3,562341.325190349,5.75,0.2,1,0.1,200,1000,1,0,10,NA,NA,0,0,FALSE
3.4,562341.325190349,5.75,0.2,1,0.1,200,1000,1,0,10,2,0.1,0.001,1,TRUE
3.5,562341.325190349,5.75,0.2,1,0.1,200,1000,1,0,10,NA,NA,0,0,FALSE
3.6,562341.325190349,5.75,0.2,1,0.1,200,1000,1,0,10,NA,NA,0,0,FALSE
3.7,562341.325190349,5.75,0.2,1,0.1,200,1000,1,0,10,184.2,18.32,0.005,5,TRUE
3.8,562341.325190349,5.75,0.2,1,0.1,200,1000,1,0,10,225.071428571429,22.4071428571429,0.014,14,TRUE
3.9,562341.325190349,5.75,0.2,1,0.1,200,1000,1,0,10,231.590909090909,23.0590909090909,0.044,44,TRUE
4,562341.325190349,5.75,0.2,1,0.1,200,1000,1,0,10,225.624113475177,22.4624113475177,0.141,141,TRUE
4.1,562341.325190349,5.75,0.2,1,0.1,200,1000,1,0,10,222.409482758621,22.1409482758621,0.232,232,TRUE
4.2,562341.325190349,5.75,0.2,1,0.1,200,1000,1,0,10,218.174863387978,21.7174863387978,0.366,366,TRUE
4.3,562341.325190349,5.75,0.2,1,0.1,200,1000,1,0,10,215.708333333333,21.4708333333333,0.504,504,TRUE
4.4,562341.325190349,5.75,0.2,1,0.1,200,1000,1,0,10,211.762658227848,21.0762658227848,0.632,632,TRUE
4.5,562341.325190349,5.75,0.2,1,0.1,200,1000,1,0,10,210.070941336971,20.9070941336971,0.733,733,TRUE
4.6,562341.325190349,5.75,0.2,1,0.1,200,1000,1,0,10,206.247883917775,20.5247883917775,0.827,827,TRUE
4.7,562341.325190349,5.75,0.2,1,0.1,200,1000,1,0,10,202.697038724374,20.1697038724374,0.878,878,TRUE
4.8,562341.325190349,5.75,0.2,1,0.1,200,1000,1,0,10,200.565121412804,19.9565121412804,0.906,906,TRUE
4.9,562341.325190349,5.75,0.2,1,0.1,200,1000,1,0,10,196.247567567568,19.5247567567568,0.925,925,TRUE
5,562341.325190349,5.75,0.2,1,0.1,200,1000,1,0,10,194.358627858628,19.3358627858628,0.962,962,TRUE
1.1,1e+06,6,0.2,1,0.1,200,1000,1,0,10,84.6127819548872,8.36127819548872,0.266,266,TRUE
1.2,1e+06,6,0.2,1,0.1,200,1000,1,0,10,57.122641509434,5.6122641509434,0.106,106,TRUE
1.3,1e+06,6,0.2,1,0.1,200,1000,1,0,10,48.2794117647059,4.72794117647059,0.068,68,TRUE
1.4,1e+06,6,0.2,1,0.1,200,1000,1,0,10,43.44,4.244,0.025,25,TRUE
1.5,1e+06,6,0.2,1,0.1,200,1000,1,0,10,21.3529411764706,2.03529411764706,0.017,17,TRUE
1.6,1e+06,6,0.2,1,0.1,200,1000,1,0,10,29.1333333333333,2.81333333333333,0.015,15,TRUE
1.7,1e+06,6,0.2,1,0.1,200,1000,1,0,10,24.6,2.36,0.01,10,TRUE
1.8,1e+06,6,0.2,1,0.1,200,1000,1,0,10,22.875,2.1875,0.008,8,TRUE
1.9,1e+06,6,0.2,1,0.1,200,1000,1,0,10,15.6,1.46,0.01,10,TRUE
2,1e+06,6,0.2,1,0.1,200,1000,1,0,10,3,0.2,0.001,1,TRUE
2.1,1e+06,6,0.2,1,0.1,200,1000,1,0,10,17.75,1.675,0.004,4,TRUE
2.2,1e+06,6,0.2,1,0.1,200,1000,1,0,10,22,2.1,0.001,1,TRUE
2.3,1e+06,6,0.2,1,0.1,200,1000,1,0,10,18.5,1.75,0.002,2,TRUE
2.4,1e+06,6,0.2,1,0.1,200,1000,1,0,10,12.5,1.15,0.002,2,TRUE
2.5,1e+06,6,0.2,1,0.1,200,1000,1,0,10,8,0.7,0.002,2,TRUE
2.6,1e+06,6,0.2,1,0.1,200,1000,1,0,10,NA,NA,0,0,FALSE
2.7,1e+06,6,0.2,1,0.1,200,1000,1,0,10,NA,NA,0,0,FALSE
2.8,1e+06,6,0.2,1,0.1,200,1000,1,0,10,NA,NA,0,0,FALSE
2.9,1e+06,6,0.2,1,0.1,200,1000,1,0,10,NA,NA,0,0,FALSE
3,1e+06,6,0.2,1,0.1,200,1000,1,0,10,NA,NA,0,0,FALSE
3.1,1e+06,6,0.2,1,0.1,200,1000,1,0,10,NA,NA,0,0,FALSE
3.2,1e+06,6,0.2,1,0.1,200,1000,1,0,10,6,0.5,0.002,2,TRUE
3.3,1e+06,6,0.2,1,0.1,200,1000,1,0,10,NA,NA,0,0,FALSE
3.4,1e+06,6,0.2,1,0.1,200,1000,1,0,10,NA,NA,0,0,FALSE
3.5,1e+06,6,0.2,1,0.1,200,1000,1,0,10,8,0.7,0.002,2,TRUE
3.6,1e+06,6,0.2,1,0.1,200,1000,1,0,10,1.5,0.05,0.002,2,TRUE
3.7,1e+06,6,0.2,1,0.1,200,1000,1,0,10,NA,NA,0,0,FALSE
3.8,1e+06,6,0.2,1,0.1,200,1000,1,0,10,NA,NA,0,0,FALSE
3.9,1e+06,6,0.2,1,0.1,200,1000,1,0,10,197.625,19.6625,0.008,8,TRUE
4,1e+06,6,0.2,1,0.1,200,1000,1,0,10,226.103448275862,22.5103448275862,0.029,29,TRUE
4.1,1e+06,6,0.2,1,0.1,200,1000,1,0,10,229.75,22.875,0.084,84,TRUE
4.2,1e+06,6,0.2,1,0.1,200,1000,1,0,10,230.149171270718,22.9149171270718,0.181,181,TRUE
4.3,1e+06,6,0.2,1,0.1,200,1000,1,0,10,224.955172413793,22.3955172413793,0.29,290,TRUE
4.4,1e+06,6,0.2,1,0.1,200,1000,1,0,10,223.618736383442,22.2618736383442,0.459,459,TRUE
4.5,1e+06,6,0.2,1,0.1,200,1000,1,0,10,219.852049910873,21.8852049910873,0.561,561,TRUE
4.6,1e+06,6,0.2,1,0.1,200,1000,1,0,10,216.720351390922,21.5720351390922,0.683,683,TRUE
4.7,1e+06,6,0.2,1,0.1,200,1000,1,0,10,215.090909090909,21.4090909090909,0.77,770,TRUE
4.8,1e+06,6,0.2,1,0.1,200,1000,1,0,10,209.986794717887,20.8986794717887,0.833,833,TRUE
4.9,1e+06,6,0.2,1,0.1,200,1000,1,0,10,207.264870931538,20.6264870931538,0.891,891,TRUE
5,1e+06,6,0.2,1,0.1,200,1000,1,0,10,204.059139784946,20.3059139784946,0.93,930,TRUE
1.1,1000,3,0.4,1,0.1,200,1000,1,0,10,591.829921259843,59.0829921259843,0.635,635,TRUE
1.2,1000,3,0.4,1,0.1,200,1000,1,0,10,235.089171974522,23.4089171974522,0.157,157,TRUE
1.3,1000,3,0.4,1,0.1,200,1000,1,0,10,59.3538461538462,5.83538461538462,0.065,65,TRUE
1.4,1000,3,0.4,1,0.1,200,1000,1,0,10,35.35,3.435,0.04,40,TRUE
1.5,1000,3,0.4,1,0.1,200,1000,1,0,10,25.25,2.425,0.024,24,TRUE
1.6,1000,3,0.4,1,0.1,200,1000,1,0,10,26.8571428571429,2.58571428571429,0.014,14,TRUE
1.7,1000,3,0.4,1,0.1,200,1000,1,0,10,20.6666666666667,1.96666666666667,0.006,6,TRUE
1.8,1000,3,0.4,1,0.1,200,1000,1,0,10,16.5,1.55,0.008,8,TRUE
1.9,1000,3,0.4,1,0.1,200,1000,1,0,10,18.7142857142857,1.77142857142857,0.007,7,TRUE
2,1000,3,0.4,1,0.1,200,1000,1,0,10,15,1.4,0.007,7,TRUE
2.1,1000,3,0.4,1,0.1,200,1000,1,0,10,5,0.4,0.002,2,TRUE
2.2,1000,3,0.4,1,0.1,200,1000,1,0,10,7,0.6,0.002,2,TRUE
2.3,1000,3,0.4,1,0.1,200,1000,1,0,10,17.3333333333333,1.63333333333333,0.003,3,TRUE
2.4,1000,3,0.4,1,0.1,200,1000,1,0,10,71.5,7.05,0.002,2,TRUE
2.5,1000,3,0.4,1,0.1,200,1000,1,0,10,111.25,11.025,0.008,8,TRUE
2.6,1000,3,0.4,1,0.1,200,1000,1,0,10,164.357142857143,16.3357142857143,0.014,14,TRUE
2.7,1000,3,0.4,1,0.1,200,1000,1,0,10,132.5,13.15,0.014,14,TRUE
2.8,1000,3,0.4,1,0.1,200,1000,1,0,10,128.055555555556,12.7055555555556,0.036,36,TRUE
2.9,1000,3,0.4,1,0.1,200,1000,1,0,10,125.880952380952,12.4880952380952,0.042,42,TRUE
3,1000,3,0.4,1,0.1,200,1000,1,0,10,145.120879120879,14.4120879120879,0.091,91,TRUE
3.1,1000,3,0.4,1,0.1,200,1000,1,0,10,156.118811881188,15.5118811881188,0.101,101,TRUE
3.2,1000,3,0.4,1,0.1,200,1000,1,0,10,126.969696969697,12.5969696969697,0.165,165,TRUE
3.3,1000,3,0.4,1,0.1,200,1000,1,0,10,125.005076142132,12.4005076142132,0.197,197,TRUE
3.4,1000,3,0.4,1,0.1,200,1000,1,0,10,132.213178294574,13.1213178294574,0.258,258,TRUE
3.5,1000,3,0.4,1,0.1,200,1000,1,0,10,122.644171779141,12.1644171779141,0.326,326,TRUE
3.6,1000,3,0.4,1,0.1,200,1000,1,0,10,138.853598014888,13.7853598014888,0.403,403,TRUE
3.7,1000,3,0.4,1,0.1,200,1000,1,0,10,138.983833718245,13.7983833718245,0.433,433,TRUE
3.8,1000,3,0.4,1,0.1,200,1000,1,0,10,138.585987261146,13.7585987261147,0.471,471,TRUE
3.9,1000,3,0.4,1,0.1,200,1000,1,0,10,133.1875,13.21875,0.592,592,TRUE
4,1000,3,0.4,1,0.1,200,1000,1,0,10,131.964573268921,13.0964573268921,0.621,621,TRUE
4.1,1000,3,0.4,1,0.1,200,1000,1,0,10,141.753687315634,14.0753687315634,0.678,678,TRUE
4.2,1000,3,0.4,1,0.1,200,1000,1,0,10,138.15,13.715,0.68,680,TRUE
4.3,1000,3,0.4,1,0.1,200,1000,1,0,10,132.11780104712,13.111780104712,0.764,764,TRUE
4.4,1000,3,0.4,1,0.1,200,1000,1,0,10,129.085858585859,12.8085858585859,0.792,792,TRUE
4.5,1000,3,0.4,1,0.1,200,1000,1,0,10,127.268382352941,12.6268382352941,0.816,816,TRUE
4.6,1000,3,0.4,1,0.1,200,1000,1,0,10,125.257575757576,12.4257575757576,0.858,858,TRUE
4.7,1000,3,0.4,1,0.1,200,1000,1,0,10,124.537246049661,12.3537246049661,0.886,886,TRUE
4.8,1000,3,0.4,1,0.1,200,1000,1,0,10,121.414364640884,12.0414364640884,0.905,905,TRUE
4.9,1000,3,0.4,1,0.1,200,1000,1,0,10,121.4596069869,12.04596069869,0.916,916,TRUE
5,1000,3,0.4,1,0.1,200,1000,1,0,10,119.229098805646,11.8229098805646,0.921,921,TRUE
1.1,1778.27941003892,3.25,0.4,1,0.1,200,1000,1,0,10,257.166172106825,25.6166172106825,0.337,337,TRUE
1.2,1778.27941003892,3.25,0.4,1,0.1,200,1000,1,0,10,70.0614035087719,6.90614035087719,0.114,114,TRUE
1.3,1778.27941003892,3.25,0.4,1,0.1,200,1000,1,0,10,51.7368421052632,5.07368421052632,0.076,76,TRUE
1.4,1778.27941003892,3.25,0.4,1,0.1,200,1000,1,0,10,42.2962962962963,4.12962962962963,0.027,27,TRUE
1.5,1778.27941003892,3.25,0.4,1,0.1,200,1000,1,0,10,28.8888888888889,2.78888888888889,0.018,18,TRUE
1.6,1778.27941003892,3.25,0.4,1,0.1,200,1000,1,0,10,29.4,2.84,0.015,15,TRUE
1.7,1778.27941003892,3.25,0.4,1,0.1,200,1000,1,0,10,26,2.5,0.008,8,TRUE
1.8,1778.27941003892,3.25,0.4,1,0.1,200,1000,1,0,10,21.3333333333333,2.03333333333333,0.006,6,TRUE
1.9,1778.27941003892,3.25,0.4,1,0.1,200,1000,1,0,10,26.5714285714286,2.55714285714286,0.007,7,TRUE
2,1778.27941003892,3.25,0.4,1,0.1,200,1000,1,0,10,25.6666666666667,2.46666666666667,0.003,3,TRUE
2.1,1778.27941003892,3.25,0.4,1,0.1,200,1000,1,0,10,16,1.5,0.003,3,TRUE
2.2,1778.27941003892,3.25,0.4,1,0.1,200,1000,1,0,10,12,1.1,0.005,5,TRUE
2.3,1778.27941003892,3.25,0.4,1,0.1,200,1000,1,0,10,8.5,0.75,0.002,2,TRUE
2.4,1778.27941003892,3.25,0.4,1,0.1,200,1000,1,0,10,NA,NA,0,0,FALSE
2.5,1778.27941003892,3.25,0.4,1,0.1,200,1000,1,0,10,13.5,1.25,0.002,2,TRUE
2.6,1778.27941003892,3.25,0.4,1,0.1,200,1000,1,0,10,NA,NA,0,0,FALSE
2.7,1778.27941003892,3.25,0.4,1,0.1,200,1000,1,0,10,55.3333333333333,5.43333333333333,0.003,3,TRUE
2.8,1778.27941003892,3.25,0.4,1,0.1,200,1000,1,0,10,47,4.6,0.005,5,TRUE
2.9,1778.27941003892,3.25,0.4,1,0.1,200,1000,1,0,10,111.4,11.04,0.005,5,TRUE
3,1778.27941003892,3.25,0.4,1,0.1,200,1000,1,0,10,133.333333333333,13.2333333333333,0.006,6,TRUE
3.1,1778.27941003892,3.25,0.4,1,0.1,200,1000,1,0,10,130,12.9,0.02,20,TRUE
3.2,1778.27941003892,3.25,0.4,1,0.1,200,1000,1,0,10,129.333333333333,12.8333333333333,0.03,30,TRUE
3.3,1778.27941003892,3.25,0.4,1,0.1,200,1000,1,0,10,125.46,12.446,0.05,50,TRUE
3.4,1778.27941003892,3.25,0.4,1,0.1,200,1000,1,0,10,123.175824175824,12.2175824175824,0.091,91,TRUE
3.5,1778.27941003892,3.25,0.4,1,0.1,200,1000,1,0,10,122.8,12.18,0.105,105,TRUE
3.6,1778.27941003892,3.25,0.4,1,0.1,200,1000,1,0,10,126.448818897638,12.5448818897638,0.127,127,TRUE
3.7,1778.27941003892,3.25,0.4,1,0.1,200,1000,1,0,10,124.050251256281,12.3050251256281,0.199,199,TRUE
3.8,1778.27941003892,3.25,0.4,1,0.1,200,1000,1,0,10,119.155737704918,11.8155737704918,0.244,244,TRUE
3.9,1778.27941003892,3.25,0.4,1,0.1,200,1000,1,0,10,121.332288401254,12.0332288401254,0.319,319,TRUE
4,1778.27941003892,3.25,0.4,1,0.1,200,1000,1,0,10,122.347188264059,12.1347188264059,0.409,409,TRUE
4.1,1778.27941003892,3.25,0.4,1,0.1,200,1000,1,0,10,122.074324324324,12.1074324324324,0.444,444,TRUE
4.2,1778.27941003892,3.25,0.4,1,0.1,200,1000,1,0,10,118.228796844181,11.7228796844181,0.507,507,TRUE
4.3,1778.27941003892,3.25,0.4,1,0.1,200,1000,1,0,10,117.242320819113,11.6242320819113,0.586,586,TRUE
4.4,1778.27941003892,3.25,0.4,1,0.1,200,1000,1,0,10,120.61316211878,11.961316211878,0.623,623,TRUE
4.5,1778.27941003892,3.25,0.4,1,0.1,200,1000,1,0,10,118.782934131737,11.7782934131737,0.668,668,TRUE
4.6,1778.27941003892,3.25,0.4,1,0.1,200,1000,1,0,10,117.027104136947,11.6027104136947,0.701,701,TRUE
4.7,1778.27941003892,3.25,0.4,1,0.1,200,1000,1,0,10,115.001371742112,11.4001371742112,0.729,729,TRUE
4.8,1778.27941003892,3.25,0.4,1,0.1,200,1000,1,0,10,114.362264150943,11.3362264150943,0.795,795,TRUE
4.9,1778.27941003892,3.25,0.4,1,0.1,200,1000,1,0,10,115.316892725031,11.4316892725031,0.811,811,TRUE
5,1778.27941003892,3.25,0.4,1,0.1,200,1000,1,0,10,110.616374269006,10.9616374269006,0.855,855,TRUE
1.1,3162.27766016838,3.5,0.4,1,0.1,200,1000,1,0,10,96.4712230215827,9.54712230215827,0.278,278,TRUE
1.2,3162.27766016838,3.5,0.4,1,0.1,200,1000,1,0,10,61.7821782178218,6.07821782178218,0.101,101,TRUE
1.3,3162.27766016838,3.5,0.4,1,0.1,200,1000,1,0,10,49.9411764705882,4.89411764705882,0.068,68,TRUE
1.4,3162.27766016838,3.5,0.4,1,0.1,200,1000,1,0,10,42.8181818181818,4.18181818181818,0.022,22,TRUE
1.5,3162.27766016838,3.5,0.4,1,0.1,200,1000,1,0,10,32.5454545454545,3.15454545454545,0.033,33,TRUE
1.6,3162.27766016838,3.5,0.4,1,0.1,200,1000,1,0,10,30.5,2.95,0.008,8,TRUE
