"step","occupied_patches","global_I","local_extinctions","recolonizations"
435.1,164,51773,0,0
435.2,164,51935,0,0
435.3,165,52030,0,1
435.4,165,52180,0,0
435.5,165,52176,0,0
435.6,165,52245,0,0
435.7,165,52382,0,0
435.8,165,52222,0,0
435.9,165,52301,0,0
436,165,52255,0,0
436.1,165,52121,0,0
436.2,164,51751,1,0
436.3,164,51543,0,0
436.4,164,51282,0,0
436.5,164,50979,0,0
436.6,164,50738,0,0
436.7,164,50505,0,0
436.8,163,50283,1,0
436.9,163,49981,0,0
437,163,49720,0,0
437.1,163,49439,0,0
437.2,163,49200,0,0
437.3,163,48852,0,0
437.4,163,48720,0,0
437.5,163,48538,0,0
437.6,163,48607,0,0
437.7,163,48464,0,0
437.8,163,48304,0,0
437.9,163,48358,0,0
438,163,48195,0,0
438.1,163,48091,0,0
438.2,163,48055,0,0
438.3,163,48141,0,0
438.4,163,48311,0,0
438.5,163,48438,0,0
438.6,163,48537,0,0
438.7,163,48684,0,0
438.8,163,48800,0,0
438.9,163,48797,0,0
439,163,48833,0,0
439.1,163,48981,0,0
439.2,163,49258,0,0
439.3,163,49424,0,0
439.4,162,49670,1,0
439.5,162,49739,0,0
439.6,162,49740,0,0
439.7,162,49915,0,0
439.8,162,49968,0,0
439.9,162,50136,0,0
440,162,50267,0,0
440.1,162,50452,0,0
440.2,162,50479,0,0
440.3,162,50557,0,0
440.4,162,50673,0,0
440.5,162,50755,0,0
440.6,162,50753,0,0
440.7,162,50902,0,0
440.8,162,50929,0,0
440.9,162,50751,0,0
441,162,50622,0,0
441.1,162,50537,0,0
441.2,162,50495,0,0
441.3,162,50209,0,0
441.4,162,49906,0,0
441.5,162,49758,0,0
441.6,162,49500,0,0
441.7,162,49419,0,0
441.8,162,49033,0,0
441.9,162,48864,0,0
442,162,48697,0,0
442.1,162,48537,0,0
442.2,162,48359,0,0
442.3,162,48045,0,0
442.4,162,47888,0,0
442.5,162,47676,0,0
442.6,162,47557,0,0
442.7,162,47309,0,0
442.8,161,47254,1,0
442.9,161,47276,0,0
443,161,47129,0,0
443.1,161,47005,0,0
443.2,161,47012,0,0
443.3,161,47022,0,0
443.4,161,46811,0,0
443.5,161,46840,0,0
443.6,161,46797,0,0
443.7,161,46716,0,0
443.8,161,46629,0,0
443.9,161,46637,0,0
444,161,46463,0,0
444.1,162,46357,0,1
444.2,162,46283,0,0
444.3,162,46135,0,0
444.4,162,46131,0,0
444.5,162,46156,0,0
444.6,162,46144,0,0
444.7,162,46136,0,0
444.8,162,46082,0,0
444.9,163,46053,0,1
445,163,45994,0,0
445.1,163,45830,0,0
445.2,163,45638,0,0
445.3,163,45715,0,0
445.4,163,45562,0,0
445.5,163,45463,0,0
445.6,163,45415,0,0
445.7,163,45441,0,0
445.8,163,45492,0,0
445.9,163,45493,0,0
446,164,45470,0,1
446.1,164,45538,0,0
446.2,164,45547,0,0
446.3,164,45478,0,0
446.4,164,45424,0,0
446.5,164,45461,0,0
446.6,166,45560,0,2
446.7,166,45556,0,0
446.8,166,45275,0,0
446.9,166,45288,0,0
447,166,45207,0,0
447.1,166,45252,0,0
447.2,166,45261,0,0
447.3,165,45372,1,0
447.4,165,45398,0,0
447.5,165,45541,0,0
447.6,165,45582,0,0
447.7,165,45668,0,0
447.8,166,45704,0,1
447.9,165,45704,1,0
448,165,45794,0,0
448.1,165,45775,0,0
448.2,165,45974,0,0
448.3,165,45711,0,0
448.4,165,45913,0,0
448.5,165,46126,0,0
448.6,165,46425,0,0
448.7,165,46573,0,0
448.8,166,46719,0,1
448.9,166,46970,0,0
449,166,47519,1,1
449.1,166,47822,0,0
449.2,166,48099,0,0
449.3,166,48538,0,0
449.4,166,49033,0,0
449.5,165,49762,1,0
449.6,165,50405,0,0
449.7,165,51252,0,0
449.8,165,52044,0,0
449.9,165,52915,0,0
450,165,53729,0,0
450.1,165,54548,0,0
450.2,166,55403,0,1
450.3,166,56247,0,0
450.4,166,57112,0,0
450.5,166,58094,0,0
450.6,167,58809,0,1
450.7,167,59310,0,0
450.8,167,59866,0,0
450.9,167,60264,0,0
451,167,60565,0,0
451.1,167,60600,0,0
451.2,168,60705,0,1
451.3,168,60776,0,0
451.4,167,60778,1,0
451.5,166,60558,1,0
451.6,166,60139,0,0
451.7,166,59958,0,0
451.8,166,59521,0,0
451.9,166,59159,0,0
452,166,58667,0,0
452.1,166,58090,0,0
452.2,166,57613,0,0
452.3,166,57238,0,0
452.4,166,56844,0,0
452.5,167,56666,0,1
452.6,166,56342,1,0
452.7,166,56154,0,0
452.8,166,56069,0,0
452.9,166,55854,0,0
453,166,55763,0,0
453.1,166,55547,0,0
453.2,167,55608,0,1
453.3,166,55515,1,0
453.4,166,55519,0,0
453.5,166,55582,0,0
453.6,166,55463,0,0
453.7,166,55431,0,0
453.8,166,55331,0,0
453.9,166,55450,0,0
454,166,55592,0,0
454.1,167,55582,0,1
454.2,166,55543,1,0
454.3,166,55647,0,0
454.4,166,55560,0,0
454.5,167,55610,0,1
454.6,166,55694,1,0
454.7,166,55724,0,0
454.8,166,55572,0,0
454.9,166,55447,0,0
455,166,55415,0,0
455.1,167,55507,0,1
455.2,167,55406,0,0
455.3,167,55347,0,0
455.4,167,55010,0,0
455.5,167,54978,0,0
455.6,166,54728,1,0
455.7,166,54506,0,0
455.8,166,54053,0,0
455.9,167,53766,0,1
456,166,53351,1,0
456.1,166,52809,0,0
456.2,166,52397,0,0
456.3,166,51928,0,0
456.4,166,51549,0,0
456.5,166,51049,0,0
456.6,166,50665,0,0
456.7,166,50404,0,0
456.8,166,50020,0,0
456.9,166,49653,0,0
457,166,49475,0,0
457.1,166,49023,0,0
457.2,166,48604,0,0
457.3,166,48517,0,0
457.4,166,48402,0,0
457.5,166,48287,0,0
457.6,166,48098,0,0
457.7,166,48027,0,0
457.8,166,48000,0,0
457.9,166,48044,0,0
458,166,48058,0,0
458.1,166,47984,0,0
458.2,166,47911,0,0
458.3,166,47945,0,0
458.4,166,47916,0,0
458.5,166,48025,0,0
458.6,166,47987,0,0
458.7,166,48042,0,0
458.8,166,48106,0,0
458.9,166,48089,0,0
459,166,47921,0,0
459.1,166,47930,0,0
459.2,166,47877,0,0
459.3,166,47757,0,0
459.4,166,47773,0,0
459.5,166,47648,0,0
459.6,167,47546,0,1
459.7,167,47312,0,0
459.8,167,47213,0,0
459.9,167,46981,0,0
460,167,46800,0,0
460.1,167,46640,0,0
460.2,167,46475,0,0
460.3,167,46422,0,0
460.4,167,46259,0,0
460.5,167,45937,0,0
460.6,167,45936,0,0
460.7,167,45831,0,0
460.8,167,45643,0,0
460.9,167,45538,0,0
461,166,45413,1,0
461.1,166,45325,0,0
461.2,165,44996,1,0
461.3,165,44978,0,0
461.4,165,45057,0,0
461.5,165,44943,0,0
461.6,165,44794,0,0
461.7,165,44773,0,0
461.8,165,44762,0,0
461.9,165,44718,0,0
462,165,44550,0,0
462.1,165,44531,0,0
462.2,165,44461,0,0
462.3,165,44510,0,0
462.4,165,44480,0,0
462.5,165,44448,0,0
462.6,164,44552,1,0
462.7,164,44587,0,0
462.8,164,44571,0,0
462.9,164,44619,0,0
463,164,44680,0,0
463.1,164,44797,0,0
463.2,165,44966,0,1
463.3,165,45089,0,0
463.4,165,45221,0,0
463.5,165,45306,0,0
463.6,166,45556,0,1
463.7,166,45774,0,0
463.8,166,45942,0,0
463.9,166,46166,0,0
464,166,46359,0,0
464.1,167,46570,0,1
464.2,167,46887,0,0
464.3,168,47103,0,1
464.4,168,47167,0,0
464.5,168,47265,0,0
464.6,168,47394,0,0
464.7,167,47323,1,0
464.8,167,47321,0,0
464.9,167,47268,0,0
465,167,47288,0,0
465.1,166,47259,1,0
465.2,166,47110,0,0
465.3,166,47062,0,0
465.4,166,46924,0,0
465.5,166,46845,0,0
465.6,166,46687,0,0
465.7,166,46384,0,0
465.8,166,46363,0,0
465.9,166,46480,0,0
466,165,46207,1,0
466.1,165,46107,0,0
466.2,165,45962,0,0
466.3,165,45752,0,0
466.4,165,45794,0,0
466.5,165,45831,0,0
466.6,165,45824,0,0
466.7,165,45788,0,0
466.8,165,46074,0,0
466.9,165,46335,0,0
467,165,46558,0,0
467.1,165,46945,0,0
467.2,165,47291,0,0
467.3,165,47561,0,0
467.4,165,47887,0,0
467.5,164,48243,1,0
467.6,164,48904,0,0
467.7,164,49430,0,0
467.8,164,49932,0,0
467.9,164,50661,0,0
468,164,51345,0,0
468.1,164,52098,0,0
468.2,164,52779,0,0
468.3,164,53479,0,0
468.4,164,54367,0,0
468.5,164,55095,0,0
468.6,165,55745,0,1
468.7,165,56267,0,0
468.8,165,56832,0,0
468.9,165,57432,0,0
469,167,57725,0,2
469.1,166,58070,1,0
469.2,166,58223,0,0
469.3,166,58333,0,0
469.4,166,58312,0,0
469.5,166,58315,0,0
469.6,166,57934,0,0
469.7,166,57649,0,0
469.8,166,57375,0,0
469.9,166,56879,0,0
470,166,56511,0,0
470.1,166,56156,0,0
470.2,166,55798,0,0
470.3,167,55292,0,1
470.4,166,54763,1,0
470.5,166,54197,0,0
470.6,166,53797,0,0
470.7,165,53308,1,0
470.8,165,52944,0,0
470.9,165,52581,0,0
471,166,52272,0,1
471.1,166,51930,0,0
471.2,166,51643,0,0
471.3,166,51403,0,0
471.4,166,51080,0,0
471.5,166,50620,0,0
471.6,166,50360,0,0
471.7,166,50078,0,0
471.8,166,49920,0,0
471.9,166,49629,0,0
472,166,49389,0,0
472.1,166,49233,0,0
472.2,166,48988,0,0
472.3,166,48718,0,0
472.4,166,48556,0,0
472.5,165,48358,1,0
472.6,165,48373,0,0
472.7,165,48380,0,0
472.8,166,48424,0,1
472.9,166,48363,0,0
473,166,48532,0,0
473.1,166,48753,0,0
473.2,166,48863,0,0
473.3,166,49007,0,0
473.4,166,49352,0,0
473.5,166,49384,0,0
473.6,166,49533,0,0
473.7,166,49838,0,0
473.8,166,50151,0,0
473.9,166,50391,0,0
474,166,50654,0,0
474.1,166,50871,0,0
474.2,166,51204,0,0
474.3,166,51515,0,0
474.4,166,51808,0,0
474.5,166,52100,0,0
474.6,166,52323,0,0
474.7,166,52642,0,0
474.8,166,52846,0,0
474.9,166,53115,0,0
475,166,53318,0,0
475.1,166,53443,0,0
475.2,166,53462,0,0
475.3,166,53529,0,0
475.4,166,53501,0,0
475.5,166,53363,0,0
475.6,166,53301,0,0
475.7,166,53191,0,0
475.8,165,53047,1,0
475.9,165,52773,0,0
476,165,52533,0,0
476.1,165,52169,0,0
476.2,165,52004,0,0
476.3,165,51644,0,0
476.4,165,51404,0,0
476.5,165,51319,0,0
476.6,165,51191,0,0
476.7,165,50980,0,0
476.8,165,50970,0,0
476.9,165,50836,0,0
477,165,50857,0,0
477.1,165,50615,0,0
477.2,165,50453,0,0
477.3,165,50344,0,0
477.4,166,50170,0,1
477.5,166,49994,0,0
477.6,166,49689,0,0
477.7,166,49523,0,0
477.8,166,49506,0,0
477.9,166,49359,0,0
478,166,49319,0,0
478.1,166,49289,0,0
478.2,166,49136,0,0
478.3,166,48993,0,0
478.4,166,48771,0,0
478.5,166,48631,0,0
478.6,166,48418,0,0
478.7,166,48126,0,0
478.8,166,47933,0,0
478.9,166,47819,0,0
479,166,47572,0,0
479.1,166,47474,0,0
479.2,166,47210,0,0
479.3,166,47313,0,0
479.4,166,47248,0,0
479.5,166,46930,0,0
479.6,166,46968,0,0
479.7,166,46819,0,0
479.8,166,46612,0,0
479.9,166,46573,0,0
480,165,46430,1,0
480.1,165,46431,0,0
480.2,165,46278,0,0
480.3,165,46266,0,0
480.4,165,46320,0,0
480.5,165,46344,0,0
480.6,165,46306,0,0
480.7,165,46202,0,0
480.8,165,46343,0,0
480.9,165,46252,0,0
481,165,46381,0,0
481.1,165,46580,0,0
481.2,165,46691,0,0
481.3,165,46800,0,0
481.4,165,46947,0,0
481.5,165,47126,0,0
481.6,164,47366,1,0
481.7,164,47700,0,0
481.8,163,47905,1,0
481.9,163,48065,0,0
482,163,48137,0,0
482.1,164,48175,0,1
482.2,164,48266,0,0
482.3,164,48429,0,0
482.4,165,48332,0,1
482.5,166,48070,0,1
482.6,166,48004,0,0
482.7,166,47955,0,0
482.8,165,47952,1,0
482.9,165,47635,0,0
483,165,47512,0,0
483.1,165,47370,0,0
483.2,165,47181,0,0
483.3,165,46870,0,0
483.4,165,46805,0,0
483.5,166,46523,0,1
483.6,165,46424,1,0
483.7,164,46137,1,0
483.8,164,45916,0,0
483.9,164,45785,0,0
484,165,45709,0,1
484.1,165,45682,0,0
484.2,165,45648,0,0
484.3,165,45587,0,0
484.4,165,45367,0,0
484.5,165,45362,0,0
484.6,165,45180,0,0
484.7,165,45052,0,0
484.8,165,45124,0,0
484.9,164,45219,1,0
485,164,45114,0,0
485.1,164,45086,0,0
485.2,165,45094,0,1
485.3,165,45054,0,0
485.4,165,45204,0,0
485.5,166,45240,0,1
485.6,166,45255,0,0
485.7,166,45290,0,0
485.8,166,45182,0,0
485.9,167,45230,0,1
486,167,45329,0,0
486.1,167,45462,0,0
486.2,166,45654,1,0
486.3,165,45812,1,0
486.4,165,45852,0,0
486.5,165,46003,0,0
486.6,166,46285,0,1
486.7,166,46436,0,0
486.8,166,46583,0,0
486.9,166,46978,0,0
487,166,47353,0,0
487.1,166,47566,0,0
487.2,166,47834,0,0
487.3,166,47954,0,0
487.4,167,48153,0,1
487.5,167,48098,0,0
487.6,167,48237,0,0
487.7,167,48419,0,0
487.8,167,48365,0,0
487.9,167,48614,0,0
488,167,48729,0,0
488.1,167,48640,0,0
488.2,167,48714,0,0
488.3,167,48670,0,0
488.4,167,48498,0,0
488.5,168,48529,0,1
488.6,168,48452,0,0
488.7,168,48502,0,0
488.8,168,48504,0,0
488.9,168,48743,0,0
489,168,49139,0,0
489.1,167,49415,1,0
489.2,167,49671,0,0
489.3,167,50005,0,0
489.4,167,50606,0,0
489.5,167,50996,0,0
489.6,167,51591,0,0
489.7,167,52264,0,0
489.8,167,53000,0,0
489.9,167,53631,0,0
490,167,54213,0,0
490.1,167,54810,0,0
490.2,168,55625,0,1
490.3,168,56217,0,0
490.4,168,56656,0,0
490.5,168,57068,0,0
490.6,168,57591,0,0
490.7,168,57935,0,0
490.8,168,58158,0,0
490.9,168,58397,0,0
491,168,58629,0,0
491.1,168,58562,0,0
491.2,168,58640,0,0
491.3,168,58481,0,0
491.4,167,58389,1,0
491.5,168,58003,0,1
491.6,166,57579,2,0
491.7,166,57189,0,0
491.8,166,56919,0,0
491.9,166,56478,0,0
492,166,56137,0,0
492.1,166,55649,0,0
492.2,166,55339,0,0
492.3,166,55182,0,0
492.4,166,55001,0,0
492.5,166,55082,0,0
492.6,166,54775,0,0
492.7,166,54518,0,0
492.8,166,54494,0,0
492.9,166,54486,0,0
493,167,54567,0,1
493.1,167,54543,0,0
493.2,167,54564,0,0
493.3,167,54706,0,0
493.4,167,54614,0,0
493.5,167,54697,0,0
493.6,167,54744,0,0
493.7,167,54804,0,0
493.8,167,54750,0,0
493.9,167,54828,0,0
494,167,54869,0,0
494.1,167,54738,0,0
494.2,167,54789,0,0
494.3,167,54934,0,0
494.4,167,54806,0,0
494.5,167,54819,0,0
494.6,167,54772,0,0
494.7,166,54781,1,0
494.8,166,54767,0,0
494.9,166,54617,0,0
495,166,54408,0,0
495.1,166,54299,0,0
495.2,166,54057,0,0
495.3,166,53730,0,0
495.4,166,53539,0,0
495.5,166,53289,0,0
495.6,166,53086,0,0
495.7,166,52802,0,0
495.8,166,52672,0,0
495.9,166,52376,0,0
496,166,52095,0,0
496.1,166,51889,0,0
496.2,166,51692,0,0
496.3,167,51773,0,1
496.4,167,51683,0,0
496.5,168,51568,0,1
496.6,169,51318,0,1
496.7,169,51168,0,0
496.8,170,51170,0,1
496.9,170,51066,0,0
497,170,50880,0,0
497.1,170,50827,0,0
497.2,170,50732,0,0
497.3,170,50575,0,0
497.4,170,50551,0,0
497.5,170,50357,0,0
497.6,170,50185,0,0
497.7,170,49967,0,0
497.8,169,49812,1,0
497.9,169,49676,0,0
498,169,49307,0,0
498.1,169,49071,0,0
498.2,169,48726,0,0
498.3,169,48412,0,0
498.4,169,48348,0,0
498.5,169,48021,0,0
498.6,169,47749,0,0
498.7,169,47534,1,1
498.8,169,47202,0,0
498.9,169,47074,0,0
499,169,47049,0,0
499.1,169,46924,0,0
499.2,168,46792,1,0
499.3,168,46780,0,0
499.4,168,46804,0,0
499.5,168,46755,0,0
499.6,168,46790,0,0
499.7,168,46930,0,0
499.8,168,46961,0,0
499.9,169,47205,0,1
500,169,47542,0,0
