"step","occupied_patches","global_I","local_extinctions","recolonizations"
216.9,147,48656,0,0
217,147,48632,0,0
217.1,147,48752,0,0
217.2,147,48919,0,0
217.3,147,48959,0,0
217.4,147,48908,0,0
217.5,147,48758,0,0
217.6,148,48571,0,1
217.7,148,48457,0,0
217.8,148,48550,0,0
217.9,148,48459,0,0
218,148,48370,0,0
218.1,147,48057,1,0
218.2,147,47893,0,0
218.3,147,47598,0,0
218.4,147,47432,0,0
218.5,147,47326,0,0
218.6,147,47046,0,0
218.7,147,46801,0,0
218.8,147,46583,0,0
218.9,147,46337,0,0
219,147,45973,0,0
219.1,147,45740,0,0
219.2,147,45564,0,0
219.3,147,45355,0,0
219.4,147,45178,0,0
219.5,147,44897,0,0
219.6,147,44812,0,0
219.7,147,44437,0,0
219.8,147,44431,0,0
219.9,147,44324,0,0
220,147,44216,0,0
220.1,147,44154,0,0
220.2,147,44131,0,0
220.3,147,44087,0,0
220.4,148,44062,0,1
220.5,148,44049,0,0
220.6,148,44033,0,0
220.7,149,44148,0,1
220.8,149,44218,0,0
220.9,149,44360,0,0
221,149,44397,0,0
221.1,149,44567,0,0
221.2,149,44509,0,0
221.3,149,44529,0,0
221.4,150,44514,0,1
221.5,149,44673,1,0
221.6,149,44812,0,0
221.7,149,45034,0,0
221.8,149,45310,0,0
221.9,149,45498,0,0
222,150,45489,0,1
222.1,150,45671,0,0
222.2,150,45633,0,0
222.3,150,45661,0,0
222.4,150,45791,0,0
222.5,150,45998,0,0
222.6,150,45781,0,0
222.7,150,45842,0,0
222.8,150,45655,0,0
222.9,151,45594,0,1
223,151,45401,0,0
223.1,151,45170,0,0
223.2,151,45147,0,0
223.3,150,45137,1,0
223.4,150,45058,0,0
223.5,150,44815,0,0
223.6,150,44606,0,0
223.7,150,44453,0,0
223.8,150,44199,0,0
223.9,150,44051,0,0
224,149,44002,1,0
224.1,149,43898,0,0
224.2,149,43842,0,0
224.3,149,43736,0,0
224.4,149,43661,0,0
224.5,149,43675,0,0
224.6,149,43715,0,0
224.7,149,43812,0,0
224.8,149,43847,0,0
224.9,148,43733,1,0
225,148,43692,0,0
225.1,149,43786,0,1
225.2,149,43924,0,0
225.3,149,43919,0,0
225.4,149,44088,0,0
225.5,149,44323,0,0
225.6,148,44570,1,0
225.7,148,44856,0,0
225.8,148,45140,0,0
225.9,148,45470,0,0
226,148,45997,0,0
226.1,148,46278,0,0
226.2,148,46412,0,0
226.3,148,46783,0,0
226.4,148,46957,0,0
226.5,148,46997,0,0
226.6,148,47182,0,0
226.7,147,47316,1,0
226.8,148,47289,0,1
226.9,147,47379,1,0
227,147,47408,0,0
227.1,149,47393,0,2
227.2,149,47456,1,1
227.3,149,47412,0,0
227.4,149,47149,0,0
227.5,150,46818,0,1
227.6,150,46642,0,0
227.7,150,46330,0,0
227.8,150,45930,0,0
227.9,150,45591,0,0
228,150,45222,0,0
228.1,150,44924,0,0
228.2,150,44634,0,0
228.3,149,44329,1,0
228.4,149,44042,0,0
228.5,149,43999,0,0
228.6,149,43889,0,0
228.7,149,43683,0,0
228.8,149,43587,0,0
228.9,149,43445,0,0
229,149,43396,0,0
229.1,149,43349,0,0
229.2,149,43282,0,0
229.3,148,43299,1,0
229.4,148,43343,0,0
229.5,148,43381,0,0
229.6,148,43298,0,0
229.7,148,43333,0,0
229.8,148,43378,0,0
229.9,148,43520,0,0
230,148,43286,0,0
230.1,148,43102,0,0
230.2,148,42992,0,0
230.3,148,42856,0,0
230.4,148,42735,0,0
230.5,148,42647,0,0
230.6,148,42359,0,0
230.7,148,42226,0,0
230.8,148,42213,0,0
230.9,148,42299,0,0
231,148,42448,0,0
231.1,148,42588,0,0
231.2,148,42796,0,0
231.3,148,42849,0,0
231.4,148,43133,0,0
231.5,148,43417,0,0
231.6,149,43836,0,1
231.7,149,44317,0,0
231.8,149,44724,0,0
231.9,149,45050,0,0
232,149,45410,0,0
232.1,149,46042,0,0
232.2,149,46310,0,0
232.3,149,46726,0,0
232.4,149,47205,0,0
232.5,149,47378,0,0
232.6,149,47507,0,0
232.7,149,47871,0,0
232.8,149,48033,0,0
232.9,149,48059,0,0
233,149,48037,0,0
233.1,149,48020,0,0
233.2,149,47762,0,0
233.3,148,47771,1,0
233.4,148,47540,0,0
233.5,148,47352,0,0
233.6,148,47279,0,0
233.7,149,47006,0,1
233.8,149,46547,0,0
233.9,150,46242,0,1
234,150,45838,0,0
234.1,150,45411,0,0
234.2,150,45210,0,0
234.3,150,44904,0,0
234.4,150,44549,0,0
234.5,149,44232,1,0
234.6,149,43795,0,0
234.7,149,43385,0,0
234.8,149,43208,0,0
234.9,149,42965,0,0
235,149,42811,0,0
235.1,149,42752,0,0
235.2,150,42629,0,1
235.3,150,42554,0,0
235.4,150,42332,0,0
235.5,150,42380,0,0
235.6,150,42323,0,0
235.7,150,42469,0,0
235.8,150,42722,0,0
235.9,150,42778,0,0
236,149,42911,1,0
236.1,150,43027,0,1
236.2,149,43244,1,0
236.3,149,43398,0,0
236.4,149,43537,0,0
236.5,149,43595,0,0
236.6,150,43446,0,1
236.7,150,43524,0,0
236.8,150,43258,0,0
236.9,150,43126,0,0
237,150,42939,0,0
237.1,151,42828,0,1
237.2,153,42707,0,2
237.3,153,42517,0,0
237.4,153,42564,0,0
237.5,153,42406,0,0
237.6,153,42399,0,0
237.7,153,42335,0,0
237.8,153,42282,0,0
237.9,153,42310,0,0
238,153,42289,0,0
238.1,154,42256,0,1
238.2,154,42159,0,0
238.3,154,42119,0,0
238.4,154,42097,0,0
238.5,154,42176,0,0
238.6,154,42304,0,0
238.7,154,42517,0,0
238.8,154,42575,0,0
238.9,154,42656,0,0
239,154,42762,0,0
239.1,154,42972,0,0
239.2,154,43195,0,0
239.3,154,43527,0,0
239.4,154,43995,0,0
239.5,153,44414,1,0
239.6,153,44748,0,0
239.7,153,45084,0,0
239.8,153,45549,0,0
239.9,155,46095,0,2
240,154,46560,1,0
240.1,154,46976,0,0
240.2,154,47517,0,0
240.3,154,47936,0,0
240.4,154,48512,0,0
240.5,154,49102,0,0
240.6,153,49517,1,0
240.7,153,50041,0,0
240.8,153,50539,0,0
240.9,153,50959,0,0
241,154,51268,0,1
241.1,154,51622,0,0
241.2,154,52118,0,0
241.3,154,52550,0,0
241.4,154,52955,0,0
241.5,154,53129,0,0
241.6,154,53450,0,0
241.7,154,53620,0,0
241.8,154,53779,0,0
241.9,154,53927,0,0
242,154,53861,0,0
242.1,154,53908,0,0
242.2,154,53856,0,0
242.3,154,53873,0,0
242.4,154,53785,0,0
242.5,154,53712,0,0
242.6,154,53438,0,0
242.7,155,53165,0,1
242.8,155,52910,0,0
242.9,155,52792,0,0
243,156,52550,0,1
243.1,157,52388,0,1
243.2,157,52099,0,0
243.3,157,51815,0,0
243.4,157,51710,0,0
243.5,158,51506,0,1
243.6,158,51312,0,0
243.7,158,51043,0,0
243.8,158,50794,0,0
243.9,158,50698,0,0
244,158,50831,0,0
244.1,157,50649,1,0
244.2,156,50824,1,0
244.3,156,50769,0,0
244.4,156,50783,0,0
244.5,156,50835,0,0
244.6,156,50957,0,0
244.7,156,51197,0,0
244.8,156,51436,0,0
244.9,156,51635,0,0
245,156,52056,0,0
245.1,156,52370,0,0
245.2,156,52676,0,0
245.3,156,52838,0,0
245.4,156,52985,0,0
245.5,156,53172,0,0
245.6,155,53156,1,0
245.7,155,53238,0,0
245.8,155,53221,0,0
245.9,155,53268,0,0
246,155,53131,0,0
246.1,155,53089,0,0
246.2,155,53044,0,0
246.3,155,52758,0,0
246.4,155,52634,0,0
246.5,155,52338,0,0
246.6,155,51885,0,0
246.7,154,51571,1,0
246.8,154,51242,0,0
246.9,155,51079,0,1
247,155,50768,0,0
247.1,155,50618,0,0
247.2,155,50318,0,0
247.3,155,50163,0,0
247.4,155,50127,0,0
247.5,155,50230,0,0
247.6,155,50212,0,0
247.7,155,50373,0,0
247.8,155,50639,0,0
247.9,155,50770,0,0
248,155,50944,0,0
248.1,156,51200,0,1
248.2,156,51361,0,0
248.3,156,51609,0,0
248.4,156,52020,0,0
248.5,155,52311,1,0
248.6,156,52568,0,1
248.7,156,52694,0,0
248.8,156,52855,0,0
248.9,156,53105,0,0
249,156,53335,0,0
249.1,156,53370,0,0
249.2,156,53426,0,0
249.3,156,53349,0,0
249.4,156,53144,0,0
249.5,156,52701,0,0
249.6,156,52393,0,0
249.7,156,51897,0,0
249.8,157,51549,0,1
249.9,157,51057,0,0
250,157,50417,0,0
250.1,157,49973,0,0
250.2,157,49514,0,0
250.3,157,49140,0,0
250.4,157,48711,0,0
250.5,157,48193,0,0
250.6,157,47873,0,0
250.7,157,47499,0,0
250.8,157,47065,0,0
250.9,157,46764,0,0
251,157,46504,0,0
251.1,157,46233,0,0
251.2,157,46091,0,0
251.3,157,46097,0,0
251.4,156,46053,1,0
251.5,156,46044,0,0
251.6,156,46024,0,0
251.7,156,45895,0,0
251.8,156,45869,0,0
251.9,156,45793,0,0
252,156,45883,0,0
252.1,156,45763,0,0
252.2,156,45739,0,0
252.3,156,45615,0,0
252.4,157,45546,0,1
252.5,157,45579,0,0
252.6,157,45847,0,0
252.7,157,45828,0,0
252.8,158,45898,0,1
252.9,158,46153,0,0
253,157,46269,1,0
253.1,157,46412,0,0
253.2,157,46534,0,0
253.3,157,46735,0,0
253.4,158,47024,0,1
253.5,157,47197,1,0
253.6,157,47328,0,0
253.7,157,47642,0,0
253.8,157,47824,0,0
253.9,157,48025,0,0
254,156,48103,1,0
254.1,156,48182,0,0
254.2,156,48159,0,0
254.3,156,48225,0,0
254.4,156,48222,0,0
254.5,157,48234,0,1
254.6,157,48179,0,0
254.7,157,48117,0,0
254.8,157,48085,0,0
254.9,157,48026,1,1
255,157,48060,0,0
255.1,156,47933,1,0
255.2,156,47669,0,0
255.3,156,47463,0,0
255.4,155,47212,1,0
255.5,155,47035,0,0
255.6,155,46782,0,0
255.7,154,46558,1,0
255.8,154,46335,0,0
255.9,155,45921,0,1
256,156,45712,0,1
256.1,155,45728,1,0
256.2,155,45442,0,0
256.3,155,45459,0,0
256.4,155,45312,0,0
256.5,155,45191,0,0
256.6,154,45128,1,0
256.7,154,45009,0,0
256.8,154,44946,0,0
256.9,155,44865,0,1
257,155,44949,0,0
257.1,156,44856,0,1
257.2,156,44891,0,0
257.3,156,44676,0,0
257.4,156,44557,0,0
257.5,154,44469,2,0
257.6,154,44489,0,0
257.7,154,44445,0,0
257.8,154,44411,0,0
257.9,155,44222,0,1
258,155,44030,0,0
258.1,155,44018,0,0
258.2,155,43938,0,0
258.3,155,43742,0,0
258.4,155,43565,0,0
258.5,154,43439,1,0
258.6,154,43307,0,0
258.7,154,43245,0,0
258.8,154,43110,0,0
258.9,154,43086,0,0
259,154,43233,0,0
259.1,154,43353,0,0
259.2,154,43291,0,0
259.3,154,43425,0,0
259.4,155,43557,0,1
259.5,155,43689,0,0
259.6,155,43902,0,0
259.7,155,44144,0,0
259.8,155,44559,0,0
259.9,155,44997,0,0
260,155,45378,0,0
260.1,155,45868,0,0
260.2,155,46359,0,0
260.3,155,46853,0,0
260.4,155,47271,0,0
260.5,155,47795,0,0
260.6,156,48167,0,1
260.7,156,48772,0,0
260.8,156,49022,0,0
260.9,156,49414,0,0
261,156,49832,0,0
261.1,156,50208,0,0
261.2,156,50289,0,0
261.3,155,50490,1,0
261.4,155,50674,0,0
261.5,154,50868,1,0
261.6,154,50815,0,0
261.7,154,50933,0,0
261.8,154,50968,0,0
261.9,154,50801,0,0
262,154,50744,0,0
262.1,154,50611,0,0
262.2,154,50621,0,0
262.3,154,50596,0,0
262.4,154,50417,0,0
262.5,154,50326,0,0
262.6,154,50214,0,0
262.7,154,50354,1,1
262.8,154,50194,0,0
262.9,153,49966,1,0
263,153,49773,0,0
263.1,153,49503,0,0
263.2,153,49386,0,0
263.3,153,49226,0,0
263.4,153,48891,0,0
263.5,153,48585,0,0
263.6,153,48313,0,0
263.7,154,48242,0,1
263.8,154,48136,0,0
263.9,154,47890,0,0
264,153,47750,1,0
264.1,153,47768,0,0
264.2,153,47716,0,0
264.3,153,47559,0,0
264.4,153,47439,0,0
264.5,153,47492,0,0
264.6,153,47372,0,0
264.7,153,47191,0,0
264.8,153,47396,0,0
264.9,153,47440,0,0
265,153,47563,0,0
265.1,153,47644,0,0
265.2,153,47611,0,0
265.3,153,47576,0,0
265.4,152,47368,1,0
265.5,152,47240,0,0
265.6,152,47184,0,0
265.7,152,47129,0,0
265.8,152,46845,0,0
265.9,152,46690,0,0
266,152,46584,0,0
266.1,152,46344,0,0
266.2,152,45986,1,1
266.3,151,45804,1,0
266.4,152,45445,0,1
266.5,152,45187,0,0
266.6,152,45122,0,0
266.7,152,44927,0,0
266.8,152,44758,0,0
266.9,152,44450,0,0
267,152,44214,0,0
267.1,152,44211,0,0
267.2,152,44071,0,0
267.3,152,43879,0,0
267.4,152,43855,0,0
267.5,152,43658,0,0
267.6,152,43623,0,0
267.7,151,43491,1,0
267.8,153,43459,0,2
267.9,153,43485,0,0
268,153,43438,0,0
268.1,152,43467,1,0
268.2,152,43204,0,0
268.3,152,43068,0,0
268.4,152,43202,0,0
268.5,153,43154,0,1
268.6,153,43160,0,0
268.7,154,42883,0,1
268.8,154,42910,0,0
268.9,154,42763,0,0
269,154,42798,0,0
269.1,154,42878,0,0
269.2,154,42898,0,0
269.3,154,42911,0,0
269.4,153,43005,1,0
269.5,153,43077,0,0
269.6,153,43032,0,0
269.7,153,43094,0,0
269.8,153,43262,0,0
269.9,153,43384,0,0
270,153,43500,0,0
270.1,153,43621,0,0
270.2,153,43867,0,0
270.3,154,43951,0,1
270.4,154,44257,0,0
270.5,154,44374,0,0
270.6,153,44677,1,0
270.7,153,44840,0,0
270.8,153,44973,0,0
270.9,153,45120,0,0
271,154,45499,0,1
271.1,154,45872,0,0
271.2,154,46255,0,0
271.3,154,46522,0,0
271.4,154,46898,0,0
271.5,154,47464,0,0
271.6,155,47825,0,1
271.7,155,48165,0,0
271.8,155,48540,0,0
271.9,155,48917,0,0
272,156,49362,0,1
272.1,156,49755,0,0
272.2,156,50017,0,0
272.3,156,50270,0,0
272.4,155,50572,1,0
272.5,155,50774,0,0
272.6,155,51140,0,0
272.7,155,51456,0,0
272.8,155,51571,0,0
272.9,155,51636,0,0
273,155,51574,0,0
273.1,155,51546,0,0
273.2,154,51392,1,0
273.3,153,51197,1,0
273.4,153,51112,0,0
273.5,153,50862,0,0
273.6,153,50706,0,0
273.7,153,50360,0,0
273.8,153,50215,0,0
273.9,153,49891,0,0
274,153,49498,0,0
274.1,153,49156,0,0
274.2,153,48791,0,0
274.3,153,48543,0,0
274.4,154,48219,0,1
274.5,154,47819,0,0
274.6,155,47466,0,1
274.7,155,47110,0,0
274.8,154,46858,1,0
274.9,154,46540,0,0
275,154,46118,0,0
275.1,154,45995,0,0
275.2,154,45841,0,0
275.3,154,45622,0,0
275.4,154,45580,0,0
275.5,153,45378,1,0
275.6,153,45510,0,0
275.7,152,45647,1,0
275.8,152,45749,0,0
275.9,152,45890,0,0
276,152,46156,0,0
276.1,152,46352,0,0
276.2,152,46710,0,0
276.3,152,46938,0,0
276.4,152,47187,0,0
276.5,152,47439,0,0
276.6,152,47605,0,0
276.7,152,48011,0,0
276.8,152,48144,0,0
276.9,152,48218,0,0
277,152,48250,0,0
277.1,152,48273,0,0
277.2,152,48321,0,0
277.3,152,48386,0,0
277.4,152,48263,0,0
277.5,152,48176,0,0
277.6,152,48021,0,0
277.7,152,47884,0,0
277.8,152,47911,0,0
277.9,152,47797,0,0
278,152,47726,0,0
278.1,152,47708,0,0
278.2,152,47652,0,0
278.3,152,47390,0,0
278.4,152,47357,0,0
278.5,152,47400,0,0
278.6,152,47099,0,0
278.7,152,47007,0,0
278.8,152,46883,0,0
278.9,152,46557,0,0
279,152,46298,0,0
279.1,152,46055,0,0
279.2,152,45882,0,0
279.3,152,45627,0,0
279.4,152,45417,0,0
279.5,151,45165,1,0
279.6,152,44913,0,1
279.7,152,44603,0,0
279.8,152,44232,0,0
279.9,152,44039,0,0
280,152,43748,0,0
280.1,153,43376,0,1
280.2,153,43217,0,0
280.3,153,42966,0,0
280.4,153,42655,0,0
280.5,153,42394,0,0
280.6,152,42086,1,0
280.7,153,41830,0,1
280.8,153,41627,0,0
280.9,153,41565,0,0
281,153,41457,0,0
281.1,153,41286,0,0
281.2,153,41329,0,0
281.3,153,41279,0,0
281.4,153,41188,0,0
281.5,153,41095,0,0
281.6,153,40979,0,0
281.7,154,40880,0,1
281.8,154,40740,0,0
281.9,154,40693,0,0
282,154,40696,0,0
282.1,154,40651,0,0
282.2,154,40639,0,0
282.3,154,40638,0,0
282.4,154,40474,0,0
282.5,155,40493,0,1
282.6,155,40436,0,0
282.7,155,40451,0,0
282.8,155,40452,0,0
282.9,155,40345,0,0
283,155,40369,0,0
283.1,155,40397,0,0
283.2,155,40431,0,0
283.3,156,40326,0,1
283.4,156,40515,1,1
283.5,156,40588,0,0
283.6,156,40620,0,0
283.7,156,40739,0,0
283.8,157,40793,0,1
283.9,157,41021,0,0
284,157,41279,0,0
284.1,157,41444,0,0
284.2,157,41493,0,0
284.3,156,41686,1,0
284.4,156,41918,0,0
284.5,156,42178,0,0
284.6,156,42290,0,0
284.7,156,42421,0,0
284.8,156,42715,0,0
284.9,156,42961,0,0
285,156,43164,0,0
285.1,156,43407,0,0
285.2,156,43498,0,0
285.3,156,43858,0,0
285.4,156,44122,0,0
285.5,156,44182,0,0
285.6,156,44227,0,0
285.7,156,44442,0,0
285.8,156,44542,0,0
285.9,156,44770,0,0
286,156,44552,0,0
286.1,156,44648,0,0
286.2,156,44558,0,0
286.3,157,44401,0,1
286.4,157,44502,0,0
286.5,157,44518,0,0
286.6,158,44701,0,1
286.7,158,44848,0,0
286.8,158,44973,0,0
286.9,158,45339,0,0
287,158,45688,0,0
287.1,158,46215,0,0
287.2,158,46796,0,0
287.3,158,47239,0,0
287.4,157,47780,1,0
287.5,157,48292,0,0
287.6,157,48918,0,0
287.7,158,49433,0,1
287.8,158,49981,0,0
287.9,159,50580,0,1
288,160,51255,0,1
288.1,159,51864,1,0
288.2,159,52374,0,0
288.3,159,52639,0,0
288.4,159,53015,0,0
288.5,159,53449,0,0
288.6,159,53802,0,0
288.7,159,54067,0,0
288.8,159,54356,0,0
288.9,159,54392,0,0
289,159,54577,0,0
289.1,159,54877,0,0
289.2,159,55106,0,0
289.3,159,55350,0,0
289.4,158,55533,1,0
289.5,158,55849,0,0
289.6,158,56118,0,0
289.7,158,56257,0,0
289.8,158,56561,0,0
289.9,158,56745,0,0
290,157,57060,1,0
290.1,157,57413,0,0
290.2,157,57677,0,0
290.3,157,57877,0,0
290.4,157,58253,0,0
290.5,157,58418,0,0
290.6,158,58687,0,1
290.7,158,58837,0,0
290.8,158,58929,0,0
290.9,158,58924,0,0
291,157,58962,1,0
291.1,158,58734,0,1
291.2,158,58557,0,0
291.3,158,58309,0,0
291.4,158,57935,0,0
291.5,158,57573,0,0
291.6,158,57220,0,0
291.7,158,56921,0,0
291.8,158,56573,0,0
291.9,157,56460,1,0
292,158,56177,0,1
292.1,158,55877,0,0
292.2,158,55597,0,0
292.3,158,55252,0,0
292.4,159,55160,0,1
292.5,159,54847,0,0
292.6,158,54578,1,0
292.7,158,54378,0,0
292.8,158,54345,0,0
292.9,158,54248,0,0
293,158,54137,0,0
293.1,158,54028,0,0
293.2,158,53844,0,0
293.3,158,53666,0,0
293.4,159,53576,0,1
293.5,159,53435,0,0
293.6,159,53075,0,0
293.7,159,52877,0,0
293.8,159,52712,0,0
293.9,159,52572,0,0
294,159,52399,0,0
294.1,159,52274,0,0
294.2,158,52071,1,0
294.3,158,51810,0,0
294.4,158,51667,0,0
294.5,158,51506,0,0
294.6,158,51388,0,0
294.7,158,51355,0,0
294.8,158,51325,0,0
294.9,158,51537,0,0
295,158,51429,0,0
295.1,158,51518,0,0
295.2,158,51683,0,0
295.3,158,51762,0,0
295.4,158,51782,0,0
295.5,158,51631,0,0
295.6,158,51621,0,0
295.7,158,51633,0,0
295.8,158,51554,0,0
295.9,158,51359,0,0
296,158,51253,0,0
296.1,158,51208,0,0
296.2,159,51031,0,1
296.3,158,50738,1,0
296.4,158,50505,0,0
296.5,159,50097,0,1
296.6,159,49914,0,0
296.7,160,49669,0,1
296.8,160,49339,0,0
296.9,160,49082,0,0
297,160,48741,0,0
297.1,160,48348,0,0
297.2,160,48163,0,0
297.3,162,47891,0,2
297.4,162,47823,0,0
297.5,162,47559,0,0
297.6,162,47519,0,0
297.7,163,47241,0,1
297.8,163,46898,0,0
297.9,163,46656,0,0
298,163,46328,0,0
298.1,163,46083,0,0
298.2,163,45825,0,0
298.3,163,45600,0,0
298.4,163,45313,0,0
298.5,163,45103,0,0
298.6,163,44711,0,0
298.7,163,44333,0,0
298.8,163,43997,0,0
298.9,164,43803,0,1
299,164,43523,0,0
299.1,164,43337,0,0
299.2,164,43013,0,0
299.3,164,42898,0,0
299.4,164,42600,0,0
299.5,164,42406,0,0
299.6,164,42394,0,0
299.7,163,42263,1,0
299.8,163,42304,0,0
299.9,163,42418,0,0
300,163,42342,0,0
300.1,164,42398,0,1
300.2,164,42611,0,0
300.3,163,42793,1,0
300.4,163,42996,0,0
300.5,162,43382,1,0
300.6,162,43849,0,0
300.7,162,44334,0,0
300.8,163,44787,0,1
300.9,163,45228,0,0
301,162,45589,1,0
301.1,162,46057,0,0
301.2,162,46635,0,0
301.3,162,47193,0,0
301.4,162,47934,0,0
301.5,162,48661,0,0
301.6,162,49225,0,0
301.7,162,49745,0,0
301.8,161,50389,1,0
301.9,161,51024,1,1
302,161,51663,0,0
302.1,161,52251,0,0
302.2,161,52676,0,0
302.3,161,53236,0,0
302.4,161,53730,0,0
302.5,161,53960,0,0
302.6,161,54399,0,0
302.7,161,54747,0,0
302.8,162,55172,0,1
302.9,162,55410,0,0
303,162,55678,0,0
303.1,162,55875,0,0
303.2,162,56047,0,0
303.3,162,56093,0,0
303.4,163,56048,0,1
303.5,163,55843,0,0
303.6,162,55667,1,0
303.7,162,55278,0,0
303.8,162,54938,0,0
303.9,162,54562,0,0
304,162,54118,0,0
304.1,162,53641,0,0
304.2,163,53266,0,1
304.3,163,52732,0,0
304.4,163,52393,0,0
304.5,163,51887,0,0
304.6,163,51318,0,0
304.7,163,50861,0,0
304.8,163,50385,0,0
304.9,163,50017,0,0
305,161,49577,2,0
305.1,161,49248,0,0
305.2,161,48903,0,0
305.3,161,48556,0,0
305.4,162,48262,0,1
305.5,162,48146,0,0
305.6,161,47984,1,0
305.7,161,47749,0,0
305.8,161,47666,0,0
305.9,161,47686,0,0
306,161,47801,0,0
306.1,161,48048,0,0
306.2,161,48296,0,0
306.3,161,48564,0,0
306.4,161,48900,0,0
306.5,161,49358,0,0
306.6,161,49748,0,0
306.7,163,50213,0,2
306.8,163,50548,0,0
306.9,162,50794,1,0
307,162,51084,0,0
307.1,162,51187,0,0
307.2,162,51465,0,0
307.3,162,51570,0,0
307.4,162,51778,0,0
307.5,161,51789,1,0
307.6,160,51934,1,0
307.7,160,51847,0,0
307.8,160,51678,0,0
307.9,160,51522,0,0
308,160,51167,0,0
308.1,160,50998,0,0
308.2,161,50684,0,1
308.3,161,50450,0,0
308.4,161,50148,0,0
308.5,160,49679,1,0
308.6,160,49468,0,0
308.7,160,49148,0,0
308.8,160,48820,0,0
308.9,160,48528,0,0
309,160,48365,0,0
309.1,160,48180,0,0
309.2,160,47907,0,0
309.3,159,47785,1,0
309.4,160,47568,0,1
309.5,160,47383,0,0
309.6,160,47220,0,0
309.7,160,47083,0,0
309.8,160,47077,0,0
309.9,160,47058,0,0
310,160,47253,0,0
310.1,161,47347,0,1
310.2,161,47407,0,0
310.3,161,47550,0,0
310.4,161,47677,0,0
310.5,161,47856,0,0
310.6,160,48079,1,0
310.7,160,48468,0,0
310.8,160,48866,0,0
310.9,159,49100,1,0
311,160,49359,0,1
311.1,160,49598,0,0
311.2,160,49964,0,0
311.3,159,50193,1,0
311.4,159,50180,0,0
311.5,159,50387,0,0
311.6,159,50501,0,0
311.7,160,50603,0,1
311.8,160,50762,0,0
311.9,160,50802,0,0
312,160,50868,0,0
312.1,160,51023,0,0
312.2,160,51114,0,0
312.3,160,51281,0,0
312.4,160,51168,0,0
312.5,160,51156,0,0
312.6,160,51070,0,0
312.7,160,50880,0,0
312.8,160,50934,0,0
312.9,160,50965,0,0
313,160,50869,0,0
313.1,161,50502,0,1
313.2,161,50266,0,0
313.3,161,50092,0,0
313.4,161,49993,0,0
313.5,160,49885,1,0
313.6,161,49729,0,1
313.7,161,49601,0,0
313.8,161,49613,0,0
313.9,161,49398,0,0
314,161,49583,0,0
314.1,161,49426,0,0
314.2,161,49282,0,0
314.3,161,49222,0,0
314.4,161,49166,0,0
314.5,161,49157,0,0
314.6,161,49182,0,0
314.7,161,49299,0,0
314.8,161,49436,0,0
314.9,161,49402,0,0
315,161,49418,0,0
315.1,161,49351,0,0
315.2,160,49312,1,0
315.3,160,49250,0,0
315.4,160,49188,0,0
315.5,160,49233,0,0
315.6,160,49138,0,0
315.7,160,49113,0,0
315.8,160,49110,0,0
315.9,160,49094,0,0
316,160,49130,0,0
316.1,161,49051,0,1
316.2,161,48882,0,0
316.3,161,48589,0,0
316.4,161,48164,0,0
316.5,160,47971,1,0
316.6,160,47694,0,0
316.7,160,47384,0,0
316.8,160,47153,0,0
316.9,159,46902,1,0
317,159,46634,0,0
317.1,159,46350,0,0
317.2,159,46159,0,0
317.3,159,46006,0,0
317.4,159,45749,0,0
317.5,159,45508,0,0
317.6,159,45247,0,0
317.7,159,45228,0,0
317.8,158,45170,1,0
317.9,158,45202,0,0
318,158,45167,0,0
318.1,158,44983,0,0
318.2,158,44828,0,0
318.3,158,44935,0,0
318.4,158,44853,0,0
318.5,157,44792,1,0
318.6,157,44715,0,0
318.7,157,44687,0,0
318.8,157,44560,0,0
318.9,157,44581,0,0
319,157,44504,0,0
319.1,156,44478,1,0
319.2,156,44394,0,0
319.3,156,44325,0,0
319.4,155,44175,1,0
319.5,155,44113,0,0
319.6,155,43934,0,0
319.7,155,43746,0,0
319.8,155,43598,0,0
319.9,155,43571,0,0
320,155,43213,0,0
320.1,155,43014,0,0
320.2,155,42875,0,0
320.3,155,42730,0,0
320.4,155,42606,0,0
320.5,155,42549,0,0
320.6,155,42522,0,0
320.7,155,42506,0,0
320.8,155,42523,0,0
320.9,155,42495,0,0
321,155,42423,0,0
321.1,155,42524,0,0
321.2,155,42569,0,0
321.3,155,42590,0,0
321.4,156,42631,0,1
321.5,156,42452,0,0
321.6,156,42590,0,0
321.7,156,42545,0,0
321.8,156,42616,0,0
321.9,157,42601,0,1
322,157,42716,0,0
322.1,157,42787,0,0
322.2,157,43039,0,0
322.3,157,43120,0,0
322.4,157,43316,0,0
322.5,157,43459,0,0
322.6,155,43521,2,0
322.7,155,43702,0,0
322.8,155,43833,0,0
322.9,154,43937,1,0
323,154,44074,0,0
323.1,155,44205,0,1
323.2,155,44216,0,0
323.3,155,44374,0,0
323.4,155,44519,0,0
323.5,155,44475,0,0
323.6,155,44380,0,0
323.7,155,44506,0,0
323.8,155,44517,0,0
323.9,155,44431,0,0
324,155,44246,0,0
324.1,153,44221,3,1
324.2,153,44143,0,0
324.3,153,43992,0,0
324.4,153,43898,0,0
324.5,153,43687,0,0
324.6,153,43522,0,0
324.7,153,43366,0,0
324.8,153,43199,0,0
324.9,153,43209,0,0
325,153,43215,0,0
325.1,153,43188,0,0
325.2,153,43169,0,0
325.3,153,43064,0,0
325.4,153,43106,0,0
325.5,153,43069,0,0
325.6,153,43040,0,0
325.7,153,43062,0,0
325.8,153,42965,0,0
325.9,153,42793,0,0
